"","BOROUGH","TAX.BLOCK","TAX.LOT","bbl","BILLBBL","CD","HOUSE.NUMBER","STREET.NAME","ADDRESS","PARCEL.NAME","AGENCY","USE.CODE","USE.TYPE","OWNERSHIP","CATEGORY","EXPANDED.CATEGORY.CODE","EXPANDED.CATEGORY.DESCRIPTION","LEASED.PROPERTIES","FINAL.COMMITMENT","AGREEMENT","X.COORDINATE","Y.COORDINATE","LATITUDE","LONGITUDE","GEOM","borough","block","lot","cd","bct2020","bctcb2020","ct2010","cb2010","schooldist","council","zipcode","firecomp","policeprct","healthcenterdistrict","healtharea","sanitboro","sanitdistrict","sanitsub","address","zonedist1","zonedist2","zonedist3","zonedist4","overlay1","overlay2","spdist1","spdist2","spdist3","ltdheight","splitzone","bldgclass","landuse","easements","ownertype","ownername","lotarea","bldgarea","comarea","resarea","officearea","retailarea","garagearea","strgearea","factryarea","otherarea","areasource","numbldgs","numfloors","unitsres","unitstotal","lotfront","lotdepth","bldgfront","bldgdepth","ext","proxcode","irrlotcode","lottype","bsmtcode","assessland","assesstot","exempttot","yearbuilt","yearalter1","yearalter2","histdist","landmark","builtfar","residfar","commfar","facilfar","borocode","condono","tract2010","xcoord","ycoord","zonemap","zmcode","sanborn","taxmap","edesignum","appbbl","appdate","plutomapid","firm07_flag","pfirm15_flag","version","dcpedited","latitude","longitude","notes"
"1",3,1483,36,3014830036,"3,014,830,036",303,"910","MADISON STREET","910 MADISON STREET","FORMER LOTS FOR TOTS PLYGROUND","DCAS",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","","","1,006,107","189,893",40.687862,-73.921188,"POINT (-73.921188 40.687862)","BK",1483,36,303,3037500,30375002006,375,2006,16,41,11221,"E222",81,34,3100,3,3,"5A","910 madison st","R6B","","","","","","","",NA,"","N","V0",11,0,"C","NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES",4000,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,40,100,0,0,"",0,"N",3,5,13680,13680,13680,0,0,0,"","",0,2,0,2,3,NA,375,1006107,189893,"17a","","305 025",30601,"",NA,"",1,NA,NA,"25v4","t",40.6878622,-73.9211881,NA
"2",3,2245,149,3022450149,"3,022,450,149",301,"","WALTON STREET","WALTON STREET","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","998,093","195,005",40.70191,-73.950074,"POINT (-73.950074 40.70191)","BK",2245,149,301,3050900,30509002003,509,2004,14,33,11206,"E230",90,30,1500,3,1,"4B","walton st","R6A","","","","C2-4","","","",NA,"","N","G7",10,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",1813,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,56.5,85.42,0,0,"",0,"Y",3,5,163800,163800,163800,0,0,0,"","",0,3,0,3,3,NA,509,998093,195005,"13b","","303 033",30803,"E-238",NA,"",1,NA,NA,"25v4","t",40.7019096,-73.9500745,NA
"3",3,2269,52,3022690052,"3,022,690,052",301,"29-31","BARTLETT STREET","29-31 BARTLETT STREET","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","998,859","194,630",40.700879,-73.947313,"POINT (-73.947313 40.700879)","BK",2269,52,301,3050700,30507001008,507,1008,14,33,11206,"E230",90,30,1500,3,1,"4B","31 bartlett st","R7A","","","","C2-4","","","",NA,"","N","V1",11,0,"C","BARTLETT CROSSING HOUSING DEVELOPMENT FU ND COMPANY",5000,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,50,100,0,0,"",0,"N",5,5,643050,643050,643050,0,0,0,"","",0,4,0,4,3,NA,507,998859,194630,"13b","","303 036",30803,"E-238",NA,"",1,NA,NA,"25v4","",40.7008791,-73.9473126,NA
"4",3,4348,50,3043480050,"3,043,480,050",305,"881","NEW JERSEY AVENUE","881 NEW JERSEY AVENUE","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","1,015,076","179,065",40.658115,-73.888897,"POINT (-73.888897 40.658115)","BK",4348,50,305,3110400,31104002007,1104,2007,19,42,11207,"L103",75,33,6420,3,5,"4D","881 new jersey ave","R5","","","","","","","",NA,"","N","V0",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2367,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,23.67,100,0,0,"",0,"N",5,5,13920,13920,13920,0,0,0,"","",0,1.5,0,2,3,NA,1104,1015076,179065,"17d","","317 015",31402,"",NA,"",1,NA,NA,"25v4","t",40.6581151,-73.8888973,NA
"5",3,4076,25,3040760025,"3,040,760,025",305,"872","DUMONT AVENUE","872 DUMONT AVENUE","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","1,015,803","182,402",40.667272,-73.886261,"POINT (-73.886261 40.667272)","BK",4076,25,305,3112400,31124002000,1124,2000,19,42,11207,"E225",75,33,6420,3,5,"4E","dumont ave","R5","","","","","","","",NA,"","N","V0",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2500,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,25,100,0,0,"",0,"N",3,5,15420,15420,15420,0,0,0,"","",0,1.5,0,2,3,NA,1124,1015803,182402,"17d","","308 006",31304,"",3040760135,"07/30/2004",1,NA,NA,"25v4","t",40.6672718,-73.8862614,NA
"6",3,2269,18,3022690018,"3,022,690,018",301,"76","GERRY STREET","76 GERRY STREET","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","S","998,954","194,844",40.701467,-73.94697,"POINT (-73.94697 40.701467)","BK",2269,18,301,3050700,30507001008,507,1008,14,33,11206,"E230",90,30,1500,3,1,"4B","76 gerry st","R7A","","","","","","","",NA,"","N","V0",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2500,0,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,0,0,25,100,0,0,"",0,"N",5,5,40140,40140,40140,0,0,0,"","",0,4,0,4,3,NA,507,998954,194844,"13b","","303 036",30803,"E-238",NA,"",1,NA,NA,"25v4","t",40.7014663,-73.9469696,NA
"7",3,2269,41,3022690041,"3,022,690,041",301,"53","BARTLETT STREET","53 BARTLETT STREET","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","999,078","194,817",40.701392,-73.946522,"POINT (-73.946522 40.701392)","BK",2269,41,301,3050700,30507001008,507,1008,14,33,11206,"E230",90,30,1500,3,1,"4B","53 bartlett st","R7A","","","","","","","",NA,"","N","Z9",NA,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2500,0,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,0,0,25,100,0,0,"N",0,"N",5,0,64800,64800,64800,0,0,0,"","",0,4,0,4,3,NA,507,999078,194817,"13b","","303 036",30803,"E-238",NA,"",1,NA,NA,"25v4","t",40.701392,-73.9465224,NA
"8",3,3801,3,3038010003,"3,038,010,003",305,"435","HINSDALE STREET","435 HINSDALE STREET","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","1,012,419","181,352",40.664402,-73.898464,"POINT (-73.898464 40.664402)","BK",3801,3,305,3113000,31130001002,1130,1002,19,42,11207,"E231",75,33,6300,3,5,"4C","hinsdale st","R7A","R6","","","C2-4","","","",NA,"","Y","V1",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",5000,0,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,0,0,50,100,0,0,"",0,"N",5,5,281700,281700,281700,0,0,0,"","",0,4,0,4,3,NA,1130,1012419,181352,"17d","","316 030",31207,"",NA,"",1,NA,NA,"25v4","t",40.6644012,-73.898464,NA
"9",3,3722,3,3037220003,"3,037,220,003",305,"287","NEW JERSEY AVENUE","287 NEW JERSEY AVENUE","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","1,013,450","184,351",40.67263,-73.894735,"POINT (-73.894735 40.67263)","BK",3722,3,305,3114400,31144003001,1144,3001,19,42,11207,"L175",75,33,5700,3,5,"1C","287 new jersey ave","R5B","","","","","","","",NA,"","N","V0",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2500,0,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,0,0,25,100,0,0,"",0,"N",5,5,15960,15960,15960,0,0,0,"","",0,1.5,0,2,3,NA,1144,1013450,184351,"17c","","316 018",31206,"",NA,"",1,NA,NA,"25v4","t",40.6726295,-73.8947348,NA
"10",3,3097,13,3030970013,"3,030,970,013",301,"112","SEIGEL STREET","112 SEIGEL STREET","FORMER HOOK AND LADDER CO. #108","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","1,000,364","195,891",40.704338,-73.941882,"POINT (-73.941882 40.704338)","BK",3097,13,301,3049100,30491002000,491,2000,14,34,11206,"L108",90,30,1500,3,1,"5B","112 seigel st","R6","","","","","","","",NA,"","N","V0",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2500,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,25,100,0,0,"",0,"N",5,5,23460,23460,23460,0,0,0,"","",0,2.43,0,4.8,3,NA,491,1000364,195891,"13b","","303 043",31005,"",NA,"",1,NA,NA,"25v4","t",40.7043376,-73.9418818,NA
"11",3,2269,48,3022690048,"3,022,690,048",301,"39","BARTLETT STREET","39 BARTLETT STREET","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","S","998,945","194,703",40.70108,-73.947002,"POINT (-73.947002 40.70108)","BK",2269,48,301,3050700,30507001008,507,1008,14,33,11206,"E230",90,30,1500,3,1,"4B","39 bartlett st","R7A","","","","","","","",NA,"","N","V0",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2500,0,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,0,0,25,100,0,0,"",0,"N",5,5,40140,40140,40140,0,0,0,"","",0,4,0,4,3,NA,507,998945,194703,"13b","","303 036",30803,"E-238",NA,"",1,NA,NA,"25v4","t",40.7010793,-73.9470023,NA
"12",3,1754,29,3017540029,"3,017,540,029",303,"794","MYRTLE AVENUE","794 MYRTLE AVENUE","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","997,955","192,479",40.694977,-73.950577,"POINT (-73.950577 40.694977)","BK",1754,29,303,3025300,30253001000,253,1000,14,36,11206,"L102",79,36,1800,3,3,"1A","myrtle ave","R7D","","","","C2-4","","","",NA,"","N","V1",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2500,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,25,100,0,0,"",0,"N",5,5,246150,246150,246150,0,0,0,"","",0,4.66,0,4.66,3,NA,253,997955,192479,"13b","","303 062",30609,"",NA,"",1,NA,NA,"25v4","t",40.6949765,-73.9505773,NA
"13",3,3699,34,3036990034,"3,036,990,034",305,"279","GLENMORE AVENUE","279 GLENMORE AVENUE","E BROOKLYN INDUSTRIAL PARK-SITE 17","EDC",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","1,011,883","184,396",40.672758,-73.900384,"POINT (-73.900384 40.672758)","BK",3699,34,305,3114400,31144001008,1144,1008,19,37,11207,"L120",75,33,5700,3,5,"1C","glenmore ave","M1-4","","","","","","","",NA,"","N","G7",10,0,"C","NYC ECONOMIC DEVELOPMENT CORPORATION",2500,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,25,100,0,0,"",0,"N",5,5,73350,73350,73350,0,0,0,"","",0,0,2,6.5,3,NA,1144,1011883,184396,"17c","","316 009",31205,"",NA,"",1,NA,NA,"25v4","t",40.672758,-73.9003836,NA
"14",3,2269,45,3022690045,"3,022,690,045",301,"","BARTLETT STREET","BARTLETT STREET","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","S","998,992","194,743",40.701189,-73.946833,"POINT (-73.946833 40.701189)","BK",2269,45,301,3050700,30507001008,507,1008,14,33,11206,"E230",90,30,1500,3,1,"4B","43 bartlett st","R7A","","","","","","","",NA,"","N","V0",11,0,"C","CITY OF NEW YORK",5000,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,50,100,0,0,"",0,"N",5,5,88320,88320,88320,0,0,0,"","",0,4,0,4,3,NA,507,998992,194743,"13b","","303 036",30803,"E-238",NA,"",1,NA,NA,"25v4","",40.701189,-73.9468327,NA
"15",3,3160,123,3031600123,"3,031,600,123",304,"46","MELROSE STREET","46 MELROSE STREET","","DCAS",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","","","1,002,365","193,641",40.698158,-73.934671,"POINT (-73.934671 40.698158)","BK",3160,123,304,3038900,30389003001,389,3001,14,34,11206,"E218",83,34,1710,3,4,"1A","melrose st","R6","","","","","","","",NA,"","N","V0",11,0,"C","NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES",200,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,8.17,25,0,0,"",0,"Y",5,5,120,120,120,0,0,0,"","",0,2.43,0,4.8,3,NA,389,1002365,193641,"13b","","309 001",31101,"",NA,"",1,NA,NA,"25v4","t",40.698158,-73.9346709,NA
"16",3,3775,150,3037750150,"3,037,750,150",305,"743","BLAKE AVENUE","743 BLAKE AVENUE","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","1,014,378","182,845",40.668493,-73.891396,"POINT (-73.891396 40.668493)","BK",3775,150,305,3115800,31158002001,1158,2001,19,42,11207,"L103",75,33,6100,3,5,"4D","743 blake ave","R6","","","","","","","",NA,"","N","V0",11,0,"C","SUTTER PLACE 2022 HOUSING DEVELOPMENT FU ND CORP.",4000,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,40,100,0,0,"",0,"N",3,5,16620,16620,16620,0,0,0,"","",0,2.43,0,4.8,3,NA,1158,1014378,182845,"17d","","316 026",31206,"",3037750001,"11/06/1992",1,NA,NA,"25v4","",40.6684927,-73.8913961,NA
"17",3,2269,49,3022690049,"3,022,690,049",301,"37","BARTLETT STREET","37 BARTLETT STREET","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","S","998,926","194,687",40.701036,-73.947071,"POINT (-73.947071 40.701036)","BK",2269,49,301,3050700,30507001008,507,1008,14,33,11206,"E230",90,30,1500,3,1,"4B","37 bartlett st","R7A","","","","","","","",NA,"","N","V0",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2500,0,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,0,0,25,100,0,0,"",0,"N",5,5,40140,40140,40140,0,0,0,"","",0,4,0,4,3,NA,507,998926,194687,"13b","","303 036",30803,"E-238",NA,"",1,NA,NA,"25v4","t",40.7010354,-73.9470709,NA
"18",3,1485,11,3014850011,"3,014,850,011",303,"","PUTNAM AVENUE","PUTNAM AVENUE","","DCAS",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","","","1,005,592","189,563",40.686958,-73.923046,"POINT (-73.923046 40.686958)","BK",1485,11,303,3037500,30375003001,375,3001,16,41,11221,"E222",81,34,3100,3,3,"5A","putnam ave","R6A","","","","C2-4","","","",NA,"","N","V1",11,0,"C","NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES",300,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,5,60,0,0,"",0,"N",8,5,2565,2565,2565,0,0,0,"","",0,3,0,3,3,NA,375,1005592,189563,"17a","","305 025",30601,"",NA,"",1,NA,NA,"25v4","t",40.6869576,-73.9230461,NA
"19",3,2266,18,3022660018,"3,022,660,018",301,"384","WALLABOUT STREET","384 WALLABOUT STREET","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","998,780","195,051",40.702035,-73.947597,"POINT (-73.947597 40.702035)","BK",2266,18,301,3050700,30507001007,507,1007,14,33,11206,"E230",90,30,1500,3,1,"4B","384 wallabout st","R7A","","","","","","","",NA,"","N","G7",10,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2500,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,25,100,0,0,"",0,"N",5,5,184500,184500,184500,0,0,0,"","",0,4,0,4,3,NA,507,998780,195051,"13b","","303 036",30803,"E-238",NA,"",1,NA,NA,"25v4","t",40.7020347,-73.9475966,NA
"20",3,3722,4,3037220004,"3,037,220,004",305,"283","NEW JERSEY AVENUE","283 NEW JERSEY AVENUE","EAST NEW YORK I URA","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","1,013,445","184,376",40.672698,-73.894753,"POINT (-73.894753 40.672698)","BK",3722,4,305,3114400,31144003001,1144,3001,19,42,11207,"L175",75,33,5700,3,5,"1C","283 new jersey ave","R5B","","","","","","","",NA,"","N","V0",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2500,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,25,100,0,0,"",0,"N",5,5,15960,15960,15960,0,0,0,"","",0,1.5,0,2,3,NA,1144,1013445,184376,"17c","","316 018",31206,"",NA,"",1,NA,NA,"25v4","t",40.6726981,-73.8947527,NA
"21",3,3444,18,3034440018,"3,034,440,018",304,"26","MOFFAT STREET","26 MOFFAT STREET","BUSHWICK MULTI-SERVICE CENTER","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","1,009,288","188,261",40.683375,-73.909724,"POINT (-73.909724 40.683375)","BK",3444,18,304,3040300,30403002002,403,2002,23,37,11207,"Q252",83,34,3500,3,4,"3A","14 moffat st","R6","","","","","","","",NA,"","N","V0",11,0,"C","RESTORED HOMES HOUSING DEVELOPMENT FUND  CORP",4375,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,35,125,0,0,"",0,"N",3,5,18960,18960,18960,0,0,0,"","",0,2.43,0,4.8,3,NA,403,1009288,188261,"17c","","305 065",31109,"",3034440016,"03/02/2011",1,NA,NA,"25v4","",40.6833743,-73.9097242,NA
"22",3,1769,69,3017690069,"3,017,690,069",303,"217","HART STREET","217 HART STREET","","HRA",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","","","1,000,268","192,180",40.694152,-73.942237,"POINT (-73.942237 40.694152)","BK",1769,69,303,3028300,30283003001,283,3001,16,36,11206,"L102",79,36,1900,3,3,"1B","225 hart st","R6B","","","","","","","",NA,"","N","V0",11,0,"C","NYC HUMAN RESOURCES ADMINISTRATION",6000,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,60,100,0,0,"",0,"N",5,5,34920,34920,34920,0,0,0,"","",0,2,0,2,3,NA,283,1000268,192180,"13b","","303 065",30609,"",NA,"",1,NA,NA,"25v4","t",40.6941519,-73.9422369,NA
"23",3,3801,1,3038010001,"3,038,010,001",305,"441","HINSDALE STREET","441 HINSDALE STREET","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","1,012,428","181,304",40.66427,-73.898432,"POINT (-73.898432 40.66427)","BK",3801,1,305,3113000,31130001002,1130,1002,19,42,11207,"E231",75,33,6300,3,5,"4C","443 hinsdale st","R7A","","","","C2-4","","","",NA,"","N","V1",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",5000,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,50,100,0,0,"",0,"N",3,5,256500,256500,256500,0,0,0,"","",0,4,0,4,3,NA,1130,1012428,181304,"17d","","316 030",31207,"",NA,"",1,NA,NA,"25v4","t",40.6642694,-73.8984318,NA
"24",3,3706,32,3037060032,"3,037,060,032",305,"202","WYONA STREET","202 WYONA STREET","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","1,013,720","184,869",40.674051,-73.893759,"POINT (-73.893759 40.674051)","BK",3706,32,305,3114400,31144002000,1144,2000,19,37,11207,"L175",75,33,5700,3,5,"1D","202 wyona st","R5B","","","","","","","",NA,"","N","V0",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2000,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,20,100,0,0,"",0,"N",5,5,12780,12780,12780,0,0,0,"","",0,1.5,0,2,3,NA,1144,1013720,184869,"17c","","316 011",31205,"",NA,"",1,NA,NA,"25v4","t",40.6740504,-73.8937592,NA
"25",3,1826,145,3018260145,"3,018,260,145",303,"","PUTNAM AVENUE","PUTNAM AVENUE","","DCAS",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","","","1,001,164","189,083",40.68565,-73.939014,"POINT (-73.939014 40.68565)","BK",1826,145,303,3027700,30277003001,277,3001,13,36,11221,"E235",79,32,2000,3,3,"3A","putnam ave","R6B","","","","","","","",NA,"","N","V0",11,0,"C","NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES",350,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,17.5,20,0,0,"",0,"N",5,5,120,120,120,0,0,0,"","",0,2,0,2,3,NA,277,1001164,189083,"17a","","305 019",30611,"",NA,"",1,NA,NA,"25v4","t",40.6856497,-73.9390136,NA
