"","BOROUGH","TAX.BLOCK","TAX.LOT","bbl","BILLBBL","CD","HOUSE.NUMBER","STREET.NAME","ADDRESS","PARCEL.NAME","AGENCY","USE.CODE","USE.TYPE","OWNERSHIP","CATEGORY","EXPANDED.CATEGORY.CODE","EXPANDED.CATEGORY.DESCRIPTION","LEASED.PROPERTIES","FINAL.COMMITMENT","AGREEMENT","X.COORDINATE","Y.COORDINATE","LATITUDE","LONGITUDE","GEOM","borough","block","lot","cd","bct2020","bctcb2020","ct2010","cb2010","schooldist","council","zipcode","firecomp","policeprct","healthcenterdistrict","healtharea","sanitboro","sanitdistrict","sanitsub","address","zonedist1","zonedist2","zonedist3","zonedist4","overlay1","overlay2","spdist1","spdist2","spdist3","ltdheight","splitzone","bldgclass","landuse","easements","ownertype","ownername","lotarea","bldgarea","comarea","resarea","officearea","retailarea","garagearea","strgearea","factryarea","otherarea","areasource","numbldgs","numfloors","unitsres","unitstotal","lotfront","lotdepth","bldgfront","bldgdepth","ext","proxcode","irrlotcode","lottype","bsmtcode","assessland","assesstot","exempttot","yearbuilt","yearalter1","yearalter2","histdist","landmark","builtfar","residfar","commfar","facilfar","borocode","condono","tract2010","xcoord","ycoord","zonemap","zmcode","sanborn","taxmap","edesignum","appbbl","appdate","plutomapid","firm07_flag","pfirm15_flag","version","dcpedited","latitude","longitude","notes"
"54",3,3300,116,3033000116,"3,033,000,116",304,"1366","GREENE AVENUE","1366 GREENE AVENUE","","DCAS",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","","","1,007,074","194,075",40.699339,-73.917687,"POINT (-73.917687 40.699339)","BK",3300,116,304,3043100,30431001001,431,1001,32,37,11237,"E271",83,34,3300,3,4,"2B","greene ave","R6","C4-3","","","","","","",NA,"","Y","V3",11,0,"C","NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES",200,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,10,20,0,0,"",0,"N",6,5,66,66,66,0,0,0,"","",0,2.43,0,4.8,3,NA,431,1007074,194075,"13b","","309 040",31105,"",NA,"",1,NA,NA,"25v4","t",40.6993383,-73.9176871,NA
"55",3,1830,135,3018300135,"3,018,300,135",303,"494A","PUTNAM AVENUE","494A PUTNAM AVENUE","","DCAS",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","","","1,000,419","188,757",40.684757,-73.941701,"POINT (-73.941701 40.684757)","BK",1830,135,303,3026700,30267002000,267,2000,13,36,11221,"E235",79,32,2800,3,3,"3A","494a putnam ave","R6B","","","","","","","",NA,"","N","V0",11,0,"C","NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES",58,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,0.58,100,0,0,"",0,"N",5,5,300,300,300,0,0,0,"","",0,2,0,2,3,NA,267,1000419,188757,"17a","","305 032",30611,"",NA,"",1,NA,NA,"25v4","t",40.6847563,-73.9417006,NA
"56",3,1754,32,3017540032,"3,017,540,032",303,"800","MYRTLE AVENUE","800 MYRTLE AVENUE","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","998,028","192,490",40.695007,-73.950314,"POINT (-73.950314 40.695007)","BK",1754,32,303,3025300,30253001000,253,1000,14,36,11206,"L102",79,36,1800,3,3,"1A","800 myrtle ave","R7D","","","","C2-4","","","",NA,"","N","V1",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2500,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,25,100,0,0,"",0,"N",5,5,246150,246150,246150,0,0,0,"","",0,4.66,0,4.66,3,NA,253,998028,192490,"13b","","303 062",30609,"E-285",NA,"",1,NA,NA,"25v4","t",40.6950066,-73.950314,NA
"57",3,2269,47,3022690047,"3,022,690,047",301,"41","BARTLETT STREET","41 BARTLETT STREET","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","S","998,963","194,718",40.701121,-73.946937,"POINT (-73.946937 40.701121)","BK",2269,47,301,3050700,30507001008,507,1008,14,33,11206,"E230",90,30,1500,3,1,"4B","41 bartlett st","R7A","","","","","","","",NA,"","N","V0",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2500,0,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,0,0,25,100,0,0,"",0,"N",5,5,40140,40140,40140,0,0,0,"","",0,4,0,4,3,NA,507,998963,194718,"13b","","303 036",30803,"E-238",NA,"",1,NA,NA,"25v4","t",40.7011204,-73.9469374,NA
"58",3,1806,69,3018060069,"3,018,060,069",303,"","QUINCY STREET","QUINCY STREET","","DCAS",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","","","1,000,599","190,046",40.688294,-73.941048,"POINT (-73.941048 40.688294)","BK",1806,69,303,3027900,30279004001,279,4001,16,36,11221,"E235",79,32,2100,3,3,"3B","quincy st","R6B","","","","","","","",NA,"","N","V0",11,0,"C","NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES",433,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,4.33,100,0,0,"",0,"N",5,5,60,60,60,0,0,0,"","",0,2,0,2,3,NA,279,1000599,190046,"17a","","305 019",30610,"",NA,"",1,NA,NA,"25v4","t",40.688294,-73.9410485,NA
"59",3,1760,151,3017600151,"3,017,600,151",303,"","","","","DCAS",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","","","999,842","192,389",40.694727,-73.943773,"POINT (-73.943773 40.694727)","BK",1760,151,303,3025901,30259011003,259.01,1003,14,36,11206,"L102",79,36,1800,3,3,"1B","willoughby ave","R6B","","","","","","","",NA,"","N","V0",11,0,"C","NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES",100,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,0.07,100,0,0,"",0,"N",5,5,120,120,120,0,0,0,"","",0,2,0,2,3,NA,25901,999842,192389,"13b","","303 064",30609,"",NA,"",1,NA,NA,"25v4","t",40.6947264,-73.9437726,NA
"60",3,4009,47,3040090047,"3,040,090,047",305,"342","VAN SICLEN AVENUE","342 VAN SICLEN AVENUE","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","1,014,682","183,947",40.671517,-73.890295,"POINT (-73.890295 40.671517)","BK",4009,47,305,3115200,31152003002,1152,3002,19,42,11207,"L103",75,33,6100,3,5,"1D","342 van siclen ave","R6","","","","","","","",NA,"","N","V0",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2090,0,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,0,0,22,95,0,0,"",0,"N",3,5,7140,7140,7140,0,0,0,"","",0,2.43,0,4.8,3,NA,1152,1014682,183947,"17c","","316 019",31303,"",NA,"",1,NA,NA,"25v4","t",40.6715164,-73.8902953,NA
"61",3,3784,127,3037840127,"3,037,840,127",305,"530-40","BLAKE AVENUE","530-40 BLAKE AVENUE","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","1,012,237","182,259",40.666892,-73.899116,"POINT (-73.899116 40.666892)","BK",3784,127,305,3113400,31134002001,1134,2001,19,42,11207,"E231",75,33,5900,3,5,"4C","hinsdale st","R6","","","","C2-3","","","",NA,"","N","V1",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",15000,0,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,0,0,150,100,0,0,"",0,"N",3,5,467550,467550,467550,0,0,0,"","",0,2.43,0,4.8,3,NA,1134,1012237,182259,"17d","","316 023",31207,"",3037840006,"07/17/1998",1,NA,NA,"25v4","t",40.6668913,-73.8991163,NA
"62",3,3308,32,3033080032,"3,033,080,032",304,"235","MENAHAN STREET","235 MENAHAN STREET","","DCAS",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","","","1,007,278","193,815",40.698625,-73.916952,"POINT (-73.916952 40.698625)","BK",3308,32,304,3043300,30433002003,433,2003,32,37,11237,"E271",83,34,3300,3,4,"2B","menahan st","R6","","","","C2-3","","","",NA,"","N","V1",11,0,"C","NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES",54,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,9,12,0,0,"",0,"Y",6,5,1440,1440,1440,0,0,0,"","",0,2.43,0,4.8,3,NA,433,1007278,193815,"13b","","309 040",31105,"",NA,"",1,NA,NA,"25v4","t",40.6986242,-73.9169523,NA
"63",3,4074,39,3040740039,"3,040,740,039",305,"781","LIVONIA AVENUE","781 LIVONIA AVENUE","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","1,015,305","181,895",40.665882,-73.888059,"POINT (-73.888059 40.665882)","BK",4074,39,305,3112400,31124002002,1124,2002,19,42,11207,"E225",75,33,6420,3,5,"4E","781 livonia ave","R5","","","","","","","",NA,"","N","C0",2,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2500,2680,0,2680,0,0,0,0,0,0,2,1,2,3,3,25,100,20,67,"N",1,"N",5,2,12900,69540,69540,1901,0,0,"","",1.07,1.5,0,2,3,NA,1124,1015305,181895,"17d","","316 033",31304,"",NA,"",1,NA,NA,"25v4","t",40.665882,-73.8880589,NA
"64",3,2269,17,3022690017,"3,022,690,017",301,"74","GERRY STREET","74 GERRY STREET","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","S","998,936","194,828",40.701423,-73.947035,"POINT (-73.947035 40.701423)","BK",2269,17,301,3050700,30507001008,507,1008,14,33,11206,"E230",90,30,1500,3,1,"4B","74 gerry st","R7A","","","","","","","",NA,"","N","V0",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2500,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,25,100,0,0,"",0,"N",5,5,40140,40140,40140,0,0,0,"","",0,4,0,4,3,NA,507,998936,194828,"13b","","303 036",30803,"E-238",NA,"",1,NA,NA,"25v4","t",40.7014224,-73.9470345,NA
"65",3,4317,56,3043170056,"3,043,170,056",305,"2B","WILLIAMS AVENUE","2B WILLIAMS AVENUE","","DCAS",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","","","1,013,124","178,861",40.657562,-73.895934,"POINT (-73.895934 40.657562)","BK",4317,56,305,3109800,31098005007,1098,1000,19,42,11207,"E290",75,33,7520,3,5,"4C","williams ave","R6","","","","","","","",NA,"","N","G7",10,0,"C","NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES",317,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,14.67,21.58,0,0,"",0,"Y",5,5,450,450,450,0,0,0,"","",0,2.43,0,4.8,3,NA,1098,1013124,178861,"17d","","317 013",31401,"",NA,"",1,NA,NA,"25v4","t",40.6575617,-73.8959335,NA
"66",3,1602,11,3016020011,"3,016,020,011",303,"966","DEKALB AVENUE","966 DEKALB AVENUE","","HRA",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","","","1,001,832","191,713",40.692867,-73.936598,"POINT (-73.936598 40.692867)","BK",1602,11,303,3028900,30289003001,289,3001,16,36,11221,"E217",81,36,1900,3,3,"4B","966 dekalb ave","R6A","","","","C2-4","","","",NA,"","N","Q1",9,0,"C","NYC HUMAN RESOURCES ADMINISTRATION",2980,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,37.25,80,0,0,"N",0,"N",5,0,19562,19562,19562,0,0,0,"","",0,3,0,3,3,NA,289,1001832,191713,"17a","","305 009",30604,"",NA,"",1,NA,NA,"25v4","t",40.6928672,-73.9365981,NA
"67",3,1658,148,3016580148,"3,016,580,148",303,"","RALPH AVENUE","RALPH AVENUE","","DCAS",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","","","1,005,389","189,178",40.685902,-73.923779,"POINT (-73.923779 40.685902)","BK",1658,148,303,3038300,30383001000,383,1000,16,41,11221,"E222",81,32,3000,3,3,"5A","ralph ave","R6A","","","","C2-4","","","",NA,"","N","V1",11,0,"C","NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES",333,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,3.33,100,0,0,"",0,"N",5,5,450,450,450,0,0,0,"","",0,3,0,3,3,NA,383,1005389,189178,"17a","","305 038",30606,"",NA,"",1,NA,NA,"25v4","t",40.6859014,-73.9237793,NA
"68",3,2269,50,3022690050,"3,022,690,050",301,"35","BARTLETT STREET","35 BARTLETT STREET","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","S","998,907","194,671",40.700992,-73.947139,"POINT (-73.947139 40.700992)","BK",2269,50,301,3050700,30507001008,507,1008,14,33,11206,"E230",90,30,1500,3,1,"4B","35 bartlett st","R7A","","","","","","","",NA,"","N","V0",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2500,0,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,0,0,25,100,0,0,"",0,"N",5,5,40140,40140,40140,0,0,0,"","",0,4,0,4,3,NA,507,998907,194671,"13b","","303 036",30803,"E-238",NA,"",1,NA,NA,"25v4","t",40.7009915,-73.9471394,NA
"69",3,2269,16,3022690016,"3,022,690,016",301,"72","GERRY STREET","72 GERRY STREET","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","S","998,912","194,807",40.701365,-73.947121,"POINT (-73.947121 40.701365)","BK",2269,16,301,3050700,30507001008,507,1008,14,33,11206,"E230",90,30,1500,3,1,"4B","gerry st","R7A","","","","","","","",NA,"","N","V0",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",3750,0,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,0,0,37.5,100,0,0,"",0,"N",5,5,48420,48420,48420,0,0,0,"","",0,4,0,4,3,NA,507,998912,194807,"13b","","303 036",30803,"E-238",NA,"",1,NA,NA,"25v4","t",40.7013648,-73.9471211,NA
"70",3,1754,24,3017540024,"3,017,540,024",303,"784","MYRTLE AVENUE","784 MYRTLE AVENUE","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","S","997,831","192,460",40.694925,-73.951025,"POINT (-73.951025 40.694925)","BK",1754,24,303,3025300,30253001000,253,1000,14,36,11206,"L102",79,36,1800,3,3,"1A","784 myrtle ave","R7D","","","","C2-4","","","",NA,"","N","V1",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2500,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,25,100,0,0,"",0,"N",5,5,246150,246150,246150,0,0,0,"","",0,4.66,0,4.66,3,NA,253,997831,192460,"13b","","303 062",30609,"",NA,"",1,NA,NA,"25v4","t",40.6949246,-73.9510245,NA
"71",3,4010,6,3040100006,"3,040,100,006",305,"329","VAN SICLEN AVENUE","329 VAN SICLEN AVENUE","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","1,014,814","184,076",40.67187,-73.889819,"POINT (-73.889819 40.67187)","BK",4010,6,305,3115200,31152003001,1152,3001,19,42,11207,"E225",75,33,6100,3,5,"1D","329 van siclen ave","R6","","","","","","","",NA,"","N","V0",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2500,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,25,100,0,0,"",0,"N",5,5,9660,9660,9660,0,0,0,"","",0,2.43,0,4.8,3,NA,1152,1014814,184076,"17c","","316 019",31303,"",NA,"",1,NA,NA,"25v4","t",40.67187,-73.8898189,NA
"72",3,3412,131,3034120131,"3,034,120,131",304,"","KNICKERBOCKER AVENUE","KNICKERBOCKER AVENUE","","DCAS",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","","","1,009,748","191,578",40.692478,-73.908053,"POINT (-73.908053 40.692478)","BK",3412,131,304,3043700,30437002002,437,2002,32,37,11207,"L112",83,34,3500,3,4,"3B","knickerbocker ave","R6","","","","","","","",NA,"","N","V0",11,0,"C","NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES",100,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,20,5,0,0,"",0,"N",5,5,120,120,120,0,0,0,"","",0,2.43,0,4.8,3,NA,437,1009748,191578,"17c","","309 045",31108,"",NA,"",1,NA,NA,"25v4","t",40.6924774,-73.908053,NA
"73",3,2269,14,3022690014,"3,022,690,014",301,"68","GERRY STREET","68 GERRY STREET","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","S","998,884","194,783",40.701299,-73.947222,"POINT (-73.947222 40.701299)","BK",2269,14,301,3050700,30507001008,507,1008,14,33,11206,"E230",90,30,1500,3,1,"4B","gerry st","R7A","","","","","","","",NA,"","N","V0",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",3750,0,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,0,0,37.5,100,0,0,"",0,"N",5,5,48420,48420,48420,0,0,0,"","",0,4,0,4,3,NA,507,998884,194783,"13b","","303 036",30803,"E-238",NA,"",1,NA,NA,"25v4","t",40.701299,-73.9472221,NA
"74",3,4558,110,3045580110,"3,045,580,110",305,"","E.","E.","","DCAS",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","","","1,024,115","181,248",40.664071,-73.856306,"POINT (-73.856306 40.664071)","BK",4558,110,305,3110400,31104001017,1104,1016,19,42,11207,"E290",75,33,6420,3,5,"4C","110 wortman ave","R4","","","","","","","",NA,"","N","V0",11,0,"C","NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES",17960,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,100,208,0,0,"",0,"Y",5,5,101580,101580,101580,0,0,0,"","",0,1,0,2,3,NA,1104,1024115,181248,"18b","","308 075",31405,"",NA,"",1,NA,NA,"25v4","t",40.6640708,-73.8563062,NA
"75",3,1754,31,3017540031,"3,017,540,031",303,"798","MYRTLE AVENUE","798 MYRTLE AVENUE","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","998,004","192,487",40.694999,-73.950401,"POINT (-73.950401 40.694999)","BK",1754,31,303,3025300,30253001000,253,1000,14,36,11206,"L102",79,36,1800,3,3,"1A","798 myrtle ave","R7D","","","","C2-4","","","",NA,"","N","V1",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2500,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,25,100,0,0,"",0,"N",5,5,246150,246150,246150,0,0,0,"","",0,4.66,0,4.66,3,NA,253,998004,192487,"13b","","303 062",30609,"",NA,"",1,NA,NA,"25v4","t",40.6949984,-73.9504006,NA
"76",3,3715,113,3037150113,"3,037,150,113",305,"256","GLENMORE AVENUE","256 GLENMORE AVENUE","","DCAS",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","","","1,011,624","184,182",40.672172,-73.901318,"POINT (-73.901318 40.672172)","BK",3715,113,305,3114400,31144001014,1144,1011,19,37,11207,"L120",75,33,5700,3,5,"1C","glenmore ave","M1-4","","","","","","","",NA,"","N","G7",10,0,"C","NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES",4200,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,42,100,0,0,"",0,"N",5,5,146700,146700,146700,0,0,0,"","",0,0,2,6.5,3,NA,1144,1011624,184182,"17c","","316 016",31205,"",3037150021,"04/29/2005",1,NA,NA,"25v4","t",40.6721714,-73.9013182,NA
"77",3,3475,64,3034750064,"3,034,750,064",304,"","CENTRAL AVENUE","CENTRAL AVENUE","","DCAS",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","","","1,010,574","189,746",40.687447,-73.905082,"POINT (-73.905082 40.687447)","BK",3475,64,304,3039100,30391002004,391,2005,32,34,11221,"E218",83,34,1710,3,4,"1A","bushwick ave","M1-1","R3-2","","","","","","",NA,"","Y","V0",11,0,"C","NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES",537,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,186,2060,0,0,"",0,"N",6,5,1020,1020,1020,0,0,0,"","",0,0,1,2.4,3,NA,391,1010574,189746,"17c","","309 021",31109,"",NA,"",1,NA,NA,"25v4","t",40.6874465,-73.9050816,NA
"78",3,2266,36,3022660036,"3,022,660,036",301,"99","GERRY STREET","99 GERRY STREET","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","998,978","195,087",40.702134,-73.946882,"POINT (-73.946882 40.702134)","BK",2266,36,301,3050700,30507001007,507,1007,14,33,11206,"E230",90,30,1500,3,1,"4B","99 gerry st","R7A","","","","","","","",NA,"","N","V0",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2500,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,25,100,0,0,"",0,"N",5,5,40140,40140,40140,0,0,0,"","",0,4,0,4,3,NA,507,998978,195087,"13b","","303 036",30803,"E-238",NA,"",1,NA,NA,"25v4","t",40.7021332,-73.9468825,NA
"79",3,3486,33,3034860033,"3,034,860,033",305,"00036","VERMONT STREET","00036 VERMONT STREET","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","1,013,078","186,776",40.679287,-73.896065,"POINT (-73.896065 40.679287)","BK",3486,33,305,3114201,31142012007,1142.01,2007,19,37,11207,"L175",75,34,3820,3,5,"1C","36 vermont st","R4","","","","","","","",NA,"","N","V0",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2300,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,23,100,0,0,"",0,"N",5,5,10140,10140,10140,0,0,0,"","",0,1,0,2,3,NA,114201,1013078,186776,"17c","","316 002",31109,"",NA,"",1,NA,NA,"25v4","t",40.6792868,-73.8960655,NA
"80",3,4348,48,3043480048,"3,043,480,048",305,"885","NEW JERSEY AVENUE","885 NEW JERSEY AVENUE","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","1,015,084","179,044",40.658058,-73.888869,"POINT (-73.888869 40.658058)","BK",4348,48,305,3110400,31104002007,1104,2007,19,42,11207,"L103",75,33,6420,3,5,"4D","885 new jersey ave","R5","","","","","","","",NA,"","N","V0",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2700,0,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,0,0,27,100,0,0,"",0,"Y",5,5,17400,17400,17400,0,0,0,"","",0,1.5,0,2,3,NA,1104,1015084,179044,"17d","","317 015",31402,"",NA,"",1,NA,NA,"25v4","t",40.6580574,-73.8888685,NA
"81",3,4030,19,3040300019,"3,040,300,019",305,"480","WARWICK STREET","480 WARWICK STREET","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","1,015,962","184,013",40.671693,-73.885681,"POINT (-73.885681 40.671693)","BK",4030,19,305,3116200,31162001003,1162,1002,19,42,11207,"E225",75,33,6200,3,5,"1D","480 warwick st","R5","","","","","","","",NA,"","N","V0",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2000,0,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,0,0,20,100,0,0,"",0,"N",5,5,12300,12300,12300,0,0,0,"","",0,1.5,0,2,3,NA,1162,1015962,184013,"17c","","308 005",31303,"",NA,"",1,NA,NA,"25v4","t",40.6716931,-73.8856807,NA
"82",3,1754,27,3017540027,"3,017,540,027",303,"","MYRTLE AVENUE","MYRTLE AVENUE","","HPD",1520,"NO USE-VACANT LAND","C",3,8,"PROPERTY WITH NO USE","","D","","997,906","192,472",40.694958,-73.950754,"POINT (-73.950754 40.694958)","BK",1754,27,303,3025300,30253001000,253,1000,14,36,11206,"L102",79,36,1800,3,3,"1A","myrtle ave","R7D","","","","C2-4","","","",NA,"","N","V1",11,0,"C","NYC HOUSING PRESERVATION AND DEVELOPMENT",2500,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,0,25,100,0,0,"",0,"N",5,5,246150,246150,246150,0,0,0,"","",0,4.66,0,4.66,3,NA,253,997906,192472,"13b","","303 062",30609,"",NA,"",1,NA,NA,"25v4","t",40.6949574,-73.950754,NA
