"","HUD.ID.Number","Project.Name","address","Project.City","Project.State","Project.ZIP.Code","County","Total.Number.of.Units","Total.Low.Income.Units","Compliance.Monitoring.Status","borough","block","lot","cd","bct2020","bctcb2020","ct2010","cb2010","schooldist","council","zipcode","firecomp","policeprct","healthcenterdistrict","healtharea","sanitboro","sanitdistrict","sanitsub","zonedist1","zonedist2","zonedist3","zonedist4","overlay1","overlay2","spdist1","spdist2","spdist3","ltdheight","splitzone","bldgclass","landuse","easements","ownertype","ownername","lotarea","bldgarea","comarea","resarea","officearea","retailarea","garagearea","strgearea","factryarea","otherarea","areasource","numbldgs","numfloors","unitsres","unitstotal","lotfront","lotdepth","bldgfront","bldgdepth","ext","proxcode","irrlotcode","lottype","bsmtcode","assessland","assesstot","exempttot","yearbuilt","yearalter1","yearalter2","histdist","landmark","builtfar","residfar","commfar","facilfar","borocode","bbl","condono","tract2010","xcoord","ycoord","zonemap","zmcode","sanborn","taxmap","edesignum","appbbl","appdate","plutomapid","firm07_flag","pfirm15_flag","version","dcpedited","latitude","longitude","notes"
"71","NYC19990265","MADISON STREET CLUSTER","446 madison st","BROOKLYN","NY",11221,"Kings County",12,11,"Not Indicated","BK",1826,20,303,3027700,30277003001,277,3001,13,36,11221,"E235",79,32,2000,3,3,"3B","R6B","","","","","","","",NA,"","N","C2",2,0,"X","EDJ APARTMENTS HOUSING DEVELOPMENT",2600,5694,0,5694,0,0,0,0,0,0,2,1,3,6,6,26,100,26,73,"N",0,"N",5,5,6750,699300,699300,1931,1999,0,"","",2.19,2,0,2,3,3018260020,NA,277,1000800,189090,"17a","","305 019",30611,"",NA,"",1,NA,NA,"25v4","",40.6856696,-73.940326,NA
"72","NYC19990270","MADISON STREET CLUSTER","464 madison st","BROOKLYN","NY",11221,"Kings County",6,4,"Not Indicated","BK",1826,29,303,3027700,30277003001,277,3001,13,36,11221,"E235",79,32,2000,3,3,"3B","R6B","","","","","","","",NA,"","N","C2",2,0,"X","EDJ APARTMENTS HOUSING DEVELOPMENT",2550,5200,0,5200,0,0,0,0,0,0,2,1,3,6,6,25.5,100,25.5,69,"N",0,"N",5,5,6300,638100,638100,1900,1999,0,"","",2.04,2,0,2,3,3018260029,NA,277,1001034,189125,"17a","","305 019",30611,"",NA,"",1,NA,NA,"25v4","",40.6857653,-73.9394822,NA
"73","NYC19990275","MADISON STREET CLUSTER","493 putnam ave","BROOKLYN","NY",11221,"Kings County",4,3,"Not Indicated","BK",1825,42,303,3026700,30267001000,267,1000,13,36,11221,"E235",79,32,2800,3,3,"3A","R6B","","","","","","","",NA,"","N","C3",2,0,"X","EDJ APARTMENTS HOUSING DEVELOPMENT",1900,3900,0,3900,0,0,0,0,0,0,2,1,3,4,4,19,100,19,45,"E",0,"N",5,5,42750,479700,479700,1910,0,0,"","",2.05,2,0,2,3,3018250042,NA,267,1000438,188929,"17a","","305 018",30611,"",NA,"",1,NA,NA,"25v4","",40.6852284,-73.9416317,NA
"74","NYC20000085","ELDERT/DECATUR CLUSTER","1151 greene ave","BROOKLYN","NY",11221,"Kings County",6,5,"Not Indicated","BK",3285,82,304,3041900,30419003001,419,3001,32,37,11221,"E277",83,34,3400,3,4,"2A","R6","","","","","","","",NA,"","N","C2",2,0,"","BUSHWICK PROPERTIES MGNT LTD PTRSH",2600,5304,0,5304,0,0,0,0,0,0,2,1,3,6,6,26,100,26,68,"N",0,"N",5,5,5850,656550,155582,1931,0,0,"","",2.04,2.43,0,4.8,3,3032850082,NA,419,1005589,192428,"13b","","309 013",31104,"",NA,"",1,NA,NA,"25v4","",40.6948214,-73.9230479,NA
"75","NYC20000090","ELDERT/DECATUR CLUSTER","12 menahan st","BROOKLYN","NY",11221,"Kings County",6,5,"Not Indicated","BK",3313,2,304,3039500,30395001003,395,1003,32,37,11221,"E277",83,34,3200,3,4,"2A","R6","","","","","","","",NA,"","N","C2",2,0,"","BUSHWICK PROPERTIES MGNT LTD PTRSH",2188,5400,0,5400,0,0,0,0,0,0,2,1,3,6,6,25,87.5,25,72,"N",0,"N",5,5,5400,594450,0,1931,1998,0,"","",2.47,2.43,0,4.8,3,3033130002,NA,395,1005788,191573,"17a","","309 006",31105,"",NA,"",1,NA,NA,"25v4","",40.6924742,-73.922333,NA
"76","NYC20000095","ELDERT/DECATUR CLUSTER","146 grove st","BROOKLYN","NY",11221,"Kings County",6,5,"Not Indicated","BK",3323,32,304,3041700,30417004001,417,4001,32,37,11221,"E277",83,34,3400,3,4,"2A","R6","","","","","","","",NA,"","N","C2",2,0,"","BUSHWICK PROPERTIES MGNT LTD PTRSH",2500,4500,0,4500,0,0,0,0,0,0,2,1,3,6,6,25,100,25,60,"N",0,"N",5,5,4500,688950,134816,1931,1998,0,"","",1.8,2.43,0,4.8,3,3033230032,NA,417,1006583,192190,"13b","","309 015",31105,"",NA,"",1,NA,NA,"25v4","",40.6941657,-73.9194641,NA
"77","NYC20000100","ELDERT/DECATUR CLUSTER","1492 bushwick ave","BROOKLYN","NY",11207,"Kings County",10,9,"Not Indicated","BK",3461,32,304,3040500,30405002000,405,2000,32,37,11207,"Q252",83,34,3810,3,4,"3A","R6","","","","","","","",NA,"","N","C1",2,0,"","BUSHWICK PROPERTIES MGNT LTD PTRSH",3285,10950,0,10950,0,0,0,0,0,0,2,1,4,12,12,36.5,90,36.5,75,"N",3,"N",5,0,58950,338850,240750,1909,1998,0,"","",3.33,2.43,0,4.8,3,3034610032,NA,405,1010037,188061,"17c","","305 066",31109,"",NA,"",1,NA,NA,"25v4","",40.6828232,-73.9070244,NA
"78","NYC20000105","ELDERT/DECATUR CLUSTER","15 menahan st","BROOKLYN","NY",11221,"Kings County",8,8,"Not Indicated","BK",3304,22,304,3039500,30395001002,395,1002,32,37,11221,"E277",83,34,3200,3,4,"2A","R6","","","","","","","",NA,"","N","C1",2,0,"","BUSHWICK PROPERTIES MGNT LTD PTRSH",2500,6000,0,6000,0,0,0,0,0,0,2,1,4,7,7,25,100,25,60,"N",0,"N",5,0,5850,918450,0,1931,0,0,"","",2.4,2.43,0,4.8,3,3033040022,NA,395,1005703,191711,"17a","","309 006",31105,"",NA,"",1,NA,NA,"25v4","",40.6928531,-73.9226391,NA
"79","NYC20000110","ELDERT/DECATUR CLUSTER","205 wilson ave","BROOKLYN","NY",11237,"Kings County",6,6,"Not Indicated","BK",3257,3,304,3043100,30431004001,431,4001,32,37,11237,"E218",83,34,3300,3,4,"2A","R6","","","","","","","",NA,"","N","C2",2,0,"","BUSHWICK PROPERTIES MGNT LTD PTRSH",2500,4875,0,4875,0,0,0,0,0,0,2,1,3,6,6,25,100,25,65,"N",0,"N",5,5,5400,603450,0,1931,1998,0,"","",1.95,2.43,0,4.8,3,3032570003,NA,431,1005763,193991,"13b","","309 039",31104,"",NA,"",1,NA,NA,"25v4","",40.6991111,-73.9224154,NA
"80","NYC20000115","ELDERT/DECATUR CLUSTER","362 central ave","BROOKLYN","NY",11221,"Kings County",5,4,"Not Indicated","BK",3323,38,304,3041700,30417004001,417,4001,32,37,11221,"E277",83,34,3400,3,4,"2A","R6","","","","","","","",NA,"","N","S5",4,0,"","BUSHWICK PROPERTIES MGNT LTD PTRSH",2500,4875,813,4062,0,813,0,0,0,0,2,1,3,5,6,25,100,25,65,"N",0,"N",5,5,5400,554400,185127,1931,1998,0,"","",1.95,2.43,0,4.8,3,3033230038,NA,417,1006662,192274,"13b","","309 015",31105,"",NA,"",1,NA,NA,"25v4","",40.6943961,-73.919179,NA
"81","NYC20000120","ELDERT/DECATUR CLUSTER","436 evergreen ave","BROOKLYN","NY",11221,"Kings County",7,7,"Not Indicated","BK",3322,17,304,3039900,30399003002,399,3002,32,37,11221,"E277",83,34,3400,3,4,"2A","R6","","","","","","","",NA,"","N","C7",4,0,"","BUSHWICK PROPERTIES MGNT LTD PTRSH",2702,8747,2188,6559,0,2188,0,0,0,0,2,1,4,8,9,101,17.33,27.33,80,"N",0,"Y",3,0,8550,995400,269795,1931,1998,0,"","",3.24,2.43,0,4.8,3,3033220017,NA,399,1006139,191626,"17a","","305 041",31105,"",NA,"",1,NA,NA,"25v4","",40.6926188,-73.9210671,NA
"82","NYC20000125","ELDERT/DECATUR CLUSTER","464 central ave","BROOKLYN","NY",11221,"Kings County",6,5,"Not Indicated","BK",3368,38,304,3041500,30415002000,415,2000,32,37,11221,"L112",83,34,3400,3,4,"2A","R6","","","","C2-3","","","",NA,"","N","C2",2,0,"","BUSHWICK PROPERTIES MGNT LTD PTRSH",2496,4875,0,4875,0,0,0,0,0,0,2,1,3,6,6,25,99.83,25,65,"N",0,"N",5,5,4950,536850,156363,1904,1998,0,"","",1.95,2.43,0,4.8,3,3033680038,NA,415,1007765,191452,"17a","","309 017",31107,"",NA,"",1,NA,NA,"25v4","",40.692137,-73.9152043,NA
"83","NYC20000130","ELDERT/DECATUR CLUSTER","474 central ave","BROOKLYN","NY",11221,"Kings County",5,5,"Not Indicated","BK",3375,31,304,3041500,30415002001,415,2001,32,37,11221,"L112",83,34,3400,3,4,"3A","R6","","","","","","","",NA,"","N","S5",4,0,"","BUSHWICK PROPERTIESMANAGEMENT LIMITED PA RTNERSHIP",2500,4875,750,4125,0,750,0,0,0,0,2,1,3,5,6,25,100,25,65,"N",0,"N",3,5,5400,562950,175512,1913,1997,0,"","",1.95,2.43,0,4.8,3,3033750031,NA,415,1007873,191371,"17a","","309 018",31107,"",NA,"",1,NA,NA,"25v4","",40.6919144,-73.9148151,NA
"84","NYC20000135","ELDERT/DECATUR CLUSTER","87 himrod st","BROOKLYN","NY",11221,"Kings County",18,16,"Not Indicated","BK",3265,60,304,3042100,30421002002,421,2002,32,37,11221,"E277",83,34,3200,3,4,"2A","R6","","","","","","","",NA,"","N","C2",2,0,"","BUSHWICK PROPERTIES MGNT LTD PTRSH",1938,4125,0,4125,0,0,0,0,0,0,2,1,3,6,6,25,77.67,25,55,"N",0,"Y",5,5,4050,525600,181356,1931,1998,0,"","",2.13,2.43,0,4.8,3,3032650060,NA,421,1005305,192894,"13b","","309 013",31104,"",NA,"",1,NA,NA,"25v4","",40.6961012,-73.9240706,NA
"85","NYC20000180","KOSCIUSKO CLUSTER","1080 dekalb ave","BROOKLYN","NY",11221,"Kings County",3,1,"Not Indicated","BK",1603,37,303,3028900,30289003000,289,3000,16,36,11221,"E217",81,36,1900,3,3,"4B","R6A","","","","C2-4","","","",NA,"","N","C0",2,0,"","NU WORLD BUILDERS LLC",1560,1520,0,1520,0,0,0,0,0,0,2,1,3,3,3,19.5,80,19.5,40,"N",3,"N",5,2,19200,82740,0,1910,0,0,"","",0.97,3,0,3,3,3016030037,NA,289,1003271,191931,"13b","Y","305 010",30604,"",NA,"",1,NA,NA,"25v4","",40.6934626,-73.9314084,NA
"86","NYC20000185","KOSCIUSKO CLUSTER","1098 dekalb ave","BROOKLYN","NY",11221,"Kings County",4,2,"Not Indicated","BK",1604,13,303,3028900,30289001001,289,1001,16,36,11221,"E217",81,36,1900,3,3,"4B","R6A","","","","C2-4","","","",NA,"","N","C0",2,0,"","NU WORLD BUILDERS LLC",1900,3800,0,3800,0,0,0,0,0,0,2,1,4,3,3,19,100,19,50,"N",3,"N",5,2,23520,96180,0,1931,0,0,"","",2,3,0,3,3,3016040013,NA,289,1003538,191962,"13b","","305 011",30604,"",NA,"",1,NA,NA,"25v4","",40.6935471,-73.9304455,NA
"87","NYC20000190","KOSCIUSKO CLUSTER","295 kosciuszko st","BROOKLYN","NY",11221,"Kings County",2,1,"Not Indicated","BK",1781,51,303,3026100,30261002002,261,2001,16,36,11221,"L102",79,36,1800,3,3,"3B","R6B","","","","","","","",NA,"","N","B2",1,0,"","NU WORLD BUILDERS LLC",1667,2001,0,1334,0,0,0,0,0,0,2,1,2,2,2,16.67,100,16.67,40,"N",3,"N",5,1,12000,72480,0,1899,2000,0,"","",1.2,2,0,2,3,3017810051,NA,261,999980,191318,"17a","","305 006",30610,"",NA,"",1,NA,NA,"25v4","",40.6917865,-73.9432775,NA
"88","NYC20000195","KOSCIUSKO CLUSTER","533 kosciuszko st","BROOKLYN","NY",11221,"Kings County",3,3,"Not Indicated","BK",1603,78,303,3028900,30289003000,289,3000,16,36,11221,"E217",81,36,1900,3,3,"4B","R6B","","","","","","","",NA,"","N","C0",2,0,"","NU WORLD BUILDERS LLC",2500,3000,0,3000,0,0,0,0,0,0,2,1,3,3,3,25,100,25,40,"N",3,"N",5,2,20940,105180,0,1899,0,0,"","",1.2,2,0,2,3,3016030078,NA,289,1002692,191729,"17a","","305 010",30604,"",NA,"",1,NA,NA,"25v4","",40.6929093,-73.9334969,NA
"89","NYC20000200","KOSCIUSKO CLUSTER","556 kosciuszko st","BROOKLYN","NY",11221,"Kings County",8,6,"Not Indicated","BK",1607,36,303,3028900,30289002000,289,2000,16,36,11221,"E214",81,36,1900,3,3,"4B","R6B","","","","","","","",NA,"","N","C1",2,0,"","NU WORLD BUILDERS LLC",2550,6120,0,6120,0,0,0,0,0,0,2,1,4,16,16,25.5,100,25.5,60,"N",0,"N",5,2,40050,420300,0,1931,1992,0,"","",2.4,2,0,2,3,3016070036,NA,289,1003211,191640,"17a","","305 010",30604,"",NA,"",1,NA,NA,"25v4","",40.692664,-73.9316256,NA
"90","NYC20000205","KOSCIUSKO CLUSTER","601 kosciuszko st","BROOKLYN","NY",11221,"Kings County",16,11,"Not Indicated","BK",1604,45,303,3028900,30289001001,289,1001,16,36,11221,"E217",81,36,1900,3,3,"4B","R6B","","","","","","","",NA,"","N","C1",2,0,"","NU WORLD BUILDERS LLC",5000,13560,0,13560,0,0,0,0,0,0,2,1,4,16,16,50,100,50,89,"N",0,"N",5,2,90000,307800,0,1931,1996,0,"","",2.71,2,0,2,3,3016040045,NA,289,1003563,191861,"17a","Y","305 011",30604,"",NA,"",1,NA,NA,"25v4","",40.6932698,-73.9303556,NA
"91","NYC20000225","MADISON STREET CLUSTER","396 monroe st","BROOKLYN","NY",11221,"Kings County",4,3,"Not Indicated","BK",1820,31,303,3026500,30265004000,265,4000,13,36,11221,"E235",79,32,2000,3,3,"3B","R6B","","","","","","","",NA,"","N","C0",2,0,"","EICHNER, SARA",1925,3236,0,2427,0,0,0,0,0,0,2,1,3,3,3,19.25,100,19.25,42,"N",3,"N",5,1,15720,113580,1420,1915,0,0,"","",1.68,2,0,2,3,3018200031,NA,265,1000170,189266,"17a","","305 018",30611,"",NA,"",1,NA,NA,"25v4","",40.6861539,-73.9425972,NA
"92","NYC20000235","MADISON STREET CLUSTER","442 madison st","BROOKLYN","NY",11221,"Kings County",6,2,"Not Indicated","BK",1826,18,303,3027700,30277003001,277,3001,13,36,11221,"E235",79,32,2000,3,3,"3B","R6B","","","","","","","",NA,"","N","C2",2,0,"X","EDJ APARTMENTS HOUSING DEVELOPMENT",2600,5694,0,5694,0,0,0,0,0,0,2,1,3,6,6,26,100,26,73,"N",0,"N",5,5,6750,699300,699300,1931,1999,0,"","",2.19,2,0,2,3,3018260018,NA,277,1000749,189082,"17a","","305 019",30611,"",NA,"",1,NA,NA,"25v4","",40.6856478,-73.94051,NA
"93","NYC20000240","MADISON STREET CLUSTER","452 madison st","BROOKLYN","NY",11221,"Kings County",6,5,"Not Indicated","BK",1826,23,303,3027700,30277003001,277,3001,13,36,11221,"E235",79,32,2000,3,3,"3B","R6B","","","","","","","",NA,"","N","C2",2,0,"X","EDJ APARTMENTS HOUSING DEVELOPMENT",2700,5265,0,5265,0,0,0,0,0,0,2,1,3,6,6,27,100,27,65,"N",0,"N",5,5,6300,321300,321300,1900,1999,0,"","",1.95,2,0,2,3,3018260023,NA,277,1000878,189102,"17a","","305 019",30611,"",NA,"",1,NA,NA,"25v4","",40.6857024,-73.9400448,NA
"94","NYC20000255","PUTNAM CLUSTER","660 madison st","BROOKLYN","NY",11221,"Kings County",8,6,"Not Indicated","BK",1646,17,303,3029300,30293004000,293,4000,16,36,11221,"E214",81,32,2100,3,3,"4B","R6B","","","","","","","",NA,"","N","C1",2,0,"X","WFHA BROOKLYN RESTORATION L.P.",3117,9388,0,9388,0,0,0,0,0,0,2,1,4,8,8,31.17,100,31.17,81.5,"N",0,"N",5,2,8100,1162350,1162350,1931,2019,0,"","",3.01,2,0,2,3,3016460017,NA,293,1003169,189448,"17a","","305 022",30605,"",NA,"",1,NA,NA,"25v4","",40.6866475,-73.9317832,NA
"95","NYC20000260","PUTNAM CLUSTER","684 jefferson ave","BROOKLYN","NY",11221,"Kings County",12,12,"Not Indicated","BK",1656,35,303,3029500,30295001001,295,1001,16,36,11221,"L111",81,32,3000,3,3,"4A","R6B","","","","","","","",NA,"","N","C1",2,0,"X","WFHA BROOKLYN RESTORATION L.P.",2500,5700,0,5700,0,0,0,0,0,0,2,1,3,12,12,25,100,25,76,"",3,"N",5,0,129600,646650,646650,1910,2019,0,"","",2.28,2,0,2,3,3016560035,NA,295,1003617,188969,"17a","","305 036",30606,"",NA,"",1,NA,NA,"25v4","",40.6853318,-73.9301692,NA
"96","NYC20000265","PUTNAM CLUSTER","768 jefferson ave","BROOKLYN","NY",11221,"Kings County",8,6,"Not Indicated","BK",1658,10,303,3038300,30383001000,383,1000,16,41,11221,"E222",81,32,3000,3,3,"5A","R6B","","","","","","","",NA,"","N","C1",2,0,"X","WFHA BROOKLYN RESTORATION L.P.",3000,9960,0,9960,0,0,0,0,0,0,2,1,4,8,8,30,100,30,83,"N",0,"N",5,2,8100,805500,805500,1910,2019,0,"","",3.32,2,0,2,3,3016580010,NA,383,1004676,189132,"17a","","305 038",30606,"",NA,"",1,NA,NA,"25v4","",40.6857768,-73.9263503,NA
"97","NYC20000801","QUINCY GREENE ASSOCIATES LP","587 quincy st","BROOKLYN","NY",11221,"Kings County",44,44,"Not Indicated","BK",1625,80,303,3029100,30291003001,291,3001,16,36,11221,"E214",81,32,2100,3,3,"4B","R6B","","","","","","","",NA,"","N","C1",2,0,"X","QUINCY-GREENE ASSOCIATES L P",2500,4953,0,4953,0,0,0,0,0,0,2,1,3,7,7,25,100,25,70,"N",0,"N",5,2,33750,661050,661050,1931,1999,0,"","",1.98,2,0,2,3,3016250080,NA,291,1002083,190271,"17a","","305 021",30605,"",NA,"",1,NA,NA,"25v4","",40.6889087,-73.9356968,NA
"98","NYC20000806","THE WYONA LP","510 wyona st","BROOKLYN","NY",11207,"Kings County",40,40,"Not Indicated","BK",3808,36,305,3112600,31126001001,1126,1001,19,42,11207,"L103",75,33,6300,3,5,"4D","R6","","","","","","","",NA,"","N","C1",2,0,"","THE WYONA LLC",10500,18900,0,18900,0,0,0,0,0,0,2,1,4,20,20,105,100,105,45,"N",1,"N",0,0,71100,289800,0,1999,0,0,"","",1.8,2.43,0,4.8,3,3038080036,NA,1126,1014296,181903,"17d","","316 032",31207,"",3038080010,"09/19/2002",1,NA,NA,"25v4","",40.6659074,-73.8916959,NA
"99","NYC20010150","HOWARD AVENUE CLUSTER","92 ralph ave","BROOKLYN","NY",11221,"Kings County",6,3,"Not Indicated","BK",1653,48,303,3038500,30385004000,385,4000,16,41,11221,"E222",81,32,3000,3,3,"5A","R6A","","","","C2-4","","","",NA,"","N","C7",4,0,"","HOWARD AVENUE DEVELOPMENT L.P.",2800,6840,1710,5130,0,1710,0,0,0,0,2,1,4,8,10,28,100,28,55,"N",0,"N",5,2,7200,493650,199997,1910,0,0,"","",2.44,3,0,3,3,3016530048,NA,385,1005381,189527,"17a","","305 024",30606,"",NA,"",1,NA,NA,"25v4","",40.6868593,-73.9238071,NA
"100","NYC20010155","HOWARD AVE CLUST","981 jefferson ave","BROOKLYN","NY",11221,"Kings County",8,6,"Not Indicated","BK",1486,52,303,3037500,30375003000,375,3000,16,41,11221,"E222",81,34,3100,3,3,"5A","R6B","","","","","","","",NA,"","N","C1",2,0,"","HOWARD AVENUE DEVELOPMENT L.P.",2850,8736,0,8736,0,0,0,0,0,0,2,1,4,8,8,28.5,100,28.5,78,"N",0,"N",5,0,8100,787500,213703,1920,0,0,"","",3.07,2,0,2,3,3014860052,NA,375,1006591,189589,"17a","","305 026",30601,"",NA,"",1,NA,NA,"25v4","",40.6870265,-73.9194439,NA
"101","NYC20010195","PUTNAM CLUSTER","680 jefferson ave","BROOKLYN","NY",11221,"Kings County",35,26,"Not Indicated","BK",1656,30,303,3029500,30295001001,295,1001,16,36,11221,"L111",81,32,3000,3,3,"4A","R6B","","","","","","","",NA,"","N","C1",2,0,"X","WFHA BROOKLYN RESTORATION L.P.",10000,27792,0,27792,0,0,0,0,0,0,2,1,4,36,36,100,100,100,90,"N",0,"N",5,2,53550,1263600,1263600,1910,0,0,"","",2.78,2,0,2,3,3016560030,NA,295,1003530,188956,"17a","","305 036",30606,"",NA,"",1,NA,NA,"25v4","",40.6852963,-73.9304829,NA
"102","NYC20010225","SIXES","666 willoughby ave","BROOKLYN","NY",11206,"Kings County",60,50,"Not Indicated","BK",1769,11,303,3028300,30283003001,283,3001,16,36,11206,"L102",79,36,1900,3,3,"1B","R6B","","","","","","","",NA,"","N","D1",3,0,"X","IMPACCT HOUSING DEVELOPMENT FUND CORPORA TION",9000,35200,0,35200,0,0,0,0,0,0,2,1,6,48,48,90,100,90,86,"N",0,"N",5,2,44550,248850,248850,1931,1991,0,"","",3.91,2,0,2,3,3017690011,NA,283,1000180,192269,"13b","","303 065",30609,"",NA,"",1,NA,NA,"25v4","",40.6943964,-73.942554,NA
"103","NYC20020050","QUINCY STREET HDFC","474 quincy st","BROOKLYN","NY",11221,"Kings County",14,14,"Not Indicated","BK",1810,42,303,3026500,30265002000,265,2000,16,36,11221,"E235",79,32,2000,3,3,"3B","R6B","","","","","","","",NA,"","N","C1",2,0,"X","VETERANS QUINCY STREET PROJECT LP",1920,6720,0,6720,0,0,0,0,0,0,2,1,4,14,14,24,80,24,70,"N",0,"N",3,2,25200,435150,435150,1910,2000,0,"","",3.5,2,0,2,3,3018100042,NA,265,1000319,189845,"17a","","305 018",30610,"",NA,"",1,NA,NA,"25v4","",40.6877428,-73.9420586,NA
"104","NYC20020062","BUSHWICK CLUSTER","45 stockholm st","BROOKLYN","NY",11221,"Kings County",4,3,"Not Indicated","BK",3243,78,304,3042100,30421003003,421,3001,32,34,11221,"E217",83,34,3200,3,4,"2A","R6","","","","","","","",NA,"","N","C2",2,0,"","B&R CLUSTER HOUSING DEVELOPMENT FUND COR PORATION",2500,4125,0,4125,0,0,0,0,0,0,2,1,3,6,6,25,100,25,55,"N",0,"N",5,5,4050,378450,101903,1931,2001,0,"","",1.65,2.43,0,4.8,3,3032430078,NA,421,1004655,192917,"13b","","309 011",31103,"",NA,"",1,NA,NA,"25v4","",40.6961658,-73.9264146,NA
"105","NYC20020155","HOWARD AVENUE CLUSTER","1058 putnam ave","BROOKLYN","NY",11221,"Kings County",6,4,"Not Indicated","BK",1486,17,303,3037500,30375003000,375,3000,16,41,11221,"E222",81,34,3100,3,3,"5A","R6B","","","","","","","",NA,"","N","C2",2,0,"","HOWARD AVENUE DEVELOPMENT L.P.",2500,4875,0,4875,0,0,0,0,0,0,2,1,3,6,6,25,100,25,65,"N",0,"N",5,5,6750,724500,143155,1905,2000,0,"","",1.95,2,0,2,3,3014860017,NA,375,1006496,189681,"17a","","305 026",30601,"",NA,"",1,NA,NA,"25v4","",40.6872793,-73.9197862,NA
"106","NYC20020200","NEB APTS","100 pulaski st","BROOKLYN","NY",11206,"Kings County",49,26,"Not Indicated","BK",1775,21,303,3026100,30261004000,261,4000,13,36,11206,"L102",79,36,1800,3,3,"1A","R6B","","","","","","","",NA,"","N","C1",2,0,"X","NEB LP",5000,17600,0,17600,0,0,0,0,0,0,2,1,4,20,20,50,100,50,88,"N",0,"N",5,0,22500,403650,403650,1931,0,0,"","",3.52,2,0,2,3,3017750021,NA,261,998841,191523,"17a","","303 063",30609,"",NA,"",1,NA,NA,"25v4","",40.6923511,-73.9473843,NA
"107","NYC20030015","BUSHWICK CLUSTER","106 troutman st","BROOKLYN","NY",11206,"Kings County",12,6,"Not Indicated","BK",3184,15,304,3042300,30423002005,423,2003,32,34,11206,"E218",83,34,3200,3,4,"1A","R6","","","","","","","",NA,"","N","C2",2,0,"","B&R CLUSTER HOUSING DEVELOPMENT FUND COR PORATION",3618,4125,0,4125,0,0,0,0,0,0,2,1,3,6,6,25,144.75,25,60,"N",0,"Y",5,5,4050,535500,0,1931,0,0,"","",1.14,2.43,0,4.8,3,3031840015,NA,423,1003742,193997,"13b","","309 010",31102,"",NA,"",1,NA,NA,"25v4","",40.6991322,-73.9297039,NA
"108","NYC20030020","BUSHWICK CLUSTER","1203 myrtle ave","BROOKLYN","NY",11221,"Kings County",5,4,"Not Indicated","BK",3183,84,304,3039100,30391002004,391,2005,32,34,11221,"E218",83,34,1710,3,4,"1A","R6","","","","C2-3","","","",NA,"","N","S5",4,0,"","B&R CLUSTER HOUSING DEVELOPMENT FUND COR PORATION",1684,6160,1540,4620,0,1540,0,0,0,0,2,1,4,6,7,28,60.17,28,55,"N",0,"Y",5,0,7200,701100,0,1931,0,0,"","",3.66,2.43,0,4.8,3,3031830084,NA,391,1003108,193412,"13b","","309 002",31102,"",NA,"",1,NA,NA,"25v4","",40.6975279,-73.931992,NA
