"","HUD.ID.Number","Project.Name","address","Project.City","Project.State","Project.ZIP.Code","County","Total.Number.of.Units","Total.Low.Income.Units","Compliance.Monitoring.Status","borough","block","lot","cd","bct2020","bctcb2020","ct2010","cb2010","schooldist","council","zipcode","firecomp","policeprct","healthcenterdistrict","healtharea","sanitboro","sanitdistrict","sanitsub","zonedist1","zonedist2","zonedist3","zonedist4","overlay1","overlay2","spdist1","spdist2","spdist3","ltdheight","splitzone","bldgclass","landuse","easements","ownertype","ownername","lotarea","bldgarea","comarea","resarea","officearea","retailarea","garagearea","strgearea","factryarea","otherarea","areasource","numbldgs","numfloors","unitsres","unitstotal","lotfront","lotdepth","bldgfront","bldgdepth","ext","proxcode","irrlotcode","lottype","bsmtcode","assessland","assesstot","exempttot","yearbuilt","yearalter1","yearalter2","histdist","landmark","builtfar","residfar","commfar","facilfar","borocode","bbl","condono","tract2010","xcoord","ycoord","zonemap","zmcode","sanborn","taxmap","edesignum","appbbl","appdate","plutomapid","firm07_flag","pfirm15_flag","version","dcpedited","latitude","longitude","notes"
"109","NYC20030030","BUSHWICK CLUSTER","236 wilson ave","BROOKLYN","NY",11237,"Kings County",5,4,"Not Indicated","BK",3276,33,304,3042100,30421001000,421,1000,32,37,11237,"E277",83,34,3200,3,4,"2A","R6","","","","","","","",NA,"","N","S4",4,0,"","B&R CLUSTER HOUSING DEVELOPMENT FUND COR PORATION",1875,4200,1400,2800,0,1400,0,0,0,0,2,1,3,4,5,25,75,25,56,"N",0,"N",5,5,100800,499950,111749,1931,2001,0,"","",2.24,2.43,0,4.8,3,3032760033,NA,421,1006087,193555,"13b","","309 014",31104,"",NA,"",1,NA,NA,"25v4","",40.6979136,-73.9212484,NA
"110","NYC20030035","BUSHWICK CLUSTER","34 starr st","BROOKLYN","NY",11221,"Kings County",4,3,"Not Indicated","BK",3196,23,304,3042300,30423002001,423,2001,32,34,11221,"E218",83,34,3200,3,4,"1A","R6","","","","","","","",NA,"","N","C2",2,0,"","B&R CLUSTER HOUSING DEVELOPMENT FUND COR PORATION",2500,4125,0,4125,0,0,0,0,0,0,2,1,3,6,6,25,100,25,55,"N",0,"N",5,5,4050,542250,110558,1931,2001,0,"","",1.65,2.43,0,4.8,3,3031960023,NA,423,1004452,194555,"13b","","309 012",31102,"",NA,"",1,NA,NA,"25v4","",40.7006622,-73.9271417,NA
"111","NYC20030040","BUSHWICK CLUSTER","762 hart st","BROOKLYN","NY",11237,"Kings County",5,2,"Not Indicated","BK",3235,13,304,3042900,30429003001,429,3001,32,37,11237,"E218",83,34,3200,3,4,"1B","R6","","","","","","","",NA,"","N","C2",2,0,"","B&R CLUSTER HOUSING DEVELOPMENT FUND COR PORATION",2500,4710,0,4710,0,0,0,0,0,0,2,1,3,5,5,25,100,25,58,"N",0,"N",5,5,124200,583200,56876,1931,2001,0,"","",1.88,2.43,0,4.8,3,3032350013,NA,429,1005357,194466,"13b","","309 038",31103,"",NA,"",1,NA,NA,"25v4","",40.7004158,-73.9238781,NA
"112","NYC20030155","NORTH BROOKLYN ESTATES","110 meserole st","BROOKLYN","NY",11206,"Kings County",16,13,"Not Indicated","BK",3051,14,301,3050500,30505002002,505,2002,14,34,11206,"L108",90,30,1500,3,1,"5B","R6","","","","C2-3","","","",NA,"","N","C1",2,0,"X","120 GERRY STREET HOUSING DEVELOPMENT FUN D CORP.",2500,5000,0,5000,0,0,0,0,0,0,2,1,4,7,7,25,100,25,50,"N",0,"N",5,0,7200,929250,929250,1920,2001,0,"","",2,2.43,0,4.8,3,3030510014,NA,505,999364,197095,"13b","","303 038",31004,"",NA,"",1,NA,NA,"25v4","",40.7076441,-73.9454858,NA
"113","NYC20040155","NORTH BROOKLYN ESTATES","18 morgan ave","BROOKLYN","NY",11237,"Kings County",3,3,"Not Indicated","BK",3012,4,301,3045300,30453002012,453,2009,32,34,11237,"E237",90,30,900,3,1,"5B","M1-1","","","","","","","",NA,"","N","C2",2,0,"X","120 GERRY STREET HOUSING DEVELOPMENT FUN D CORP.",2500,4125,0,4125,0,0,0,0,0,0,2,1,3,6,6,25,100,25,55,"N",0,"N",5,5,4950,511200,511200,1931,0,0,"","",1.65,0,1,2.4,3,3030120004,NA,453,1003364,195921,"13b","","309 035",31003,"",NA,"",1,NA,NA,"25v4","",40.704414,-73.9310617,NA
"114","NYC20040160","NORTH BROOKLYN ESTATES","27 ingraham st","BROOKLYN","NY",11206,"Kings County",4,2,"Not Indicated","BK",3075,29,301,3045300,30453002001,453,2001,32,34,11206,"E237",90,30,900,3,1,"5B","M1-2","","","","","","","",NA,"","N","C2",2,0,"X","120 GERRY STREET HOUSING DEVELOPMENT FUN D CORP.",2500,4125,0,4125,0,0,0,0,0,0,2,1,3,6,6,25,100,25,55,"N",0,"N",5,5,6300,578700,578700,1920,0,0,"","",1.65,0,2,4.8,3,3030750029,NA,453,1002898,196923,"13b","","309 031",31004,"",NA,"",1,NA,NA,"25v4","",40.7071652,-73.9327396,NA
"115","NYC20040235","SHEFFIELD AVENUE CLUSTER","516 hegeman ave","BROOKLYN","NY",11207,"Kings County",6,5,"Not Indicated","BK",4322,1,305,3110400,31104002002,1104,2002,19,42,11207,"E290",75,33,6420,3,5,"4C","R6","","","","","","","",NA,"","N","S4",4,0,"","SHEFFIELD CLUSTER DE",2470,5175,1725,3450,0,1725,0,0,0,0,2,1,3,4,5,26,95,25,69,"N",0,"N",3,5,20250,287550,0,1930,0,0,"","",2.1,2.43,0,4.8,3,3043220001,NA,1104,1014163,179546,"17d","","317 015",31401,"",NA,"",1,NA,NA,"25v4","",40.6594384,-73.8921858,NA
"116","NYC20040240","SHEFFIELD AVENUE CLUSTER","638 vermont st","BROOKLYN","NY",11207,"Kings County",6,4,"Not Indicated","BK",3824,50,305,3112600,31126002003,1126,2003,19,42,11207,"L103",75,33,6300,3,5,"4D","R6","","","","","","","",NA,"","N","C2",2,0,"","SHEFFIELD CLUSTER DE",2500,5625,0,5625,0,0,0,0,0,0,2,1,3,6,6,25,100,25,75,"N",0,"N",5,5,6300,351000,0,1930,0,0,"","",2.25,2.43,0,4.8,3,3038240050,NA,1126,1014193,181084,"17d","","316 032",31207,"",NA,"",1,NA,NA,"25v4","",40.6636598,-73.8920708,NA
"117","NYC20040250","SHEFFIELD AVENUE CLUSTER","686 sheffield ave","BROOKLYN","NY",11207,"Kings County",3,3,"Not Indicated","BK",4297,28,305,3112800,31128003002,1128,3002,19,42,11207,"E290",75,33,6300,3,5,"4C","R6","","","","","","","",NA,"","N","C3",2,0,"","SHEFFIELD CLUSTER DE",2600,3076,0,3076,0,0,0,0,0,0,2,1,2,4,4,26,100,20.5,76,"N",0,"N",5,5,11700,233100,0,1923,0,0,"","",1.18,2.43,0,4.8,3,3042970028,NA,1128,1013865,179826,"17d","","317 012",31401,"",NA,"",1,NA,NA,"25v4","",40.660208,-73.8932586,NA
"118","NYC20040255","SHEFFIELD AVENUE CLUSTER","748 miller ave","BROOKLYN","NY",11207,"Kings County",5,4,"Not Indicated","BK",4303,30,305,3112200,31122002002,1122,2003,19,42,11207,"L103",75,33,6420,3,5,"4D","R6","","","","","","","",NA,"","N","C2",2,0,"","SHEFFIELD CLUSTER DE",2900,4685,0,4685,0,0,0,0,0,0,2,1,3,6,6,29,100,20.5,80,"G",0,"N",5,5,6750,280800,124761,1930,2003,0,"","",1.62,2.43,0,4.8,3,3043030030,NA,1122,1015253,180541,"17d","","317 011",31401,"",NA,"",1,NA,NA,"25v4","",40.6621657,-73.8882526,NA
"119","NYC20050025","HOWARD AVENUE CLUSTER","50 howard ave","BROOKLYN","NY",11221,"Kings County",8,6,"Not Indicated","BK",1485,42,303,3037500,30375003001,375,3001,16,41,11221,"E222",81,34,3100,3,3,"5A","R6B","","","","","","","",NA,"","N","C1",2,0,"","HOWARD AVENUE DEVELOPMENT L.P.",2808,7668,0,7668,0,0,0,0,0,0,2,1,4,8,8,28.08,100,28,65,"N",0,"N",5,2,8100,949500,94018,1905,1994,2005,"","",2.73,2,0,2,3,3014850042,NA,375,1006130,189558,"17a","","305 025",30601,"",NA,"",1,NA,NA,"25v4","",40.6869426,-73.9211063,NA
"120","NYC20050035","HOWARD AVENUE CLUSTER","872 madison st","BROOKLYN","NY",11221,"Kings County",8,6,"Not Indicated","BK",1483,16,303,3037500,30375002006,375,2006,16,41,11221,"E222",81,34,3100,3,3,"5A","R6B","","","","","","","",NA,"","N","C1",2,0,"","HOWARD AVENUE DEVELOPMENT L.P.",3000,8220,0,8220,0,0,0,0,0,0,2,1,4,8,8,30,100,30,60,"N",0,"N",5,2,19350,1012500,206845,1930,1992,2005,"","",2.74,2,0,2,3,3014830016,NA,375,1005668,189827,"17a","","305 025",30601,"",NA,"",1,NA,NA,"25v4","",40.6876821,-73.9227713,NA
"121","NYC20050100","SHEFFIELD AVENUE CLUSTER","543 sheffield ave","BROOKLYN","NY",11207,"Kings County",6,4,"Not Indicated","BK",3822,6,305,3112600,31126003003,1126,3003,19,42,11207,"E290",75,33,6300,3,5,"4C","R6","","","","","","","",NA,"","N","C2",2,0,"","SHEFFIELD CLUSTER DEVELOPMENT, L.P.",2304,10186,5093,5093,0,0,0,0,0,5093,2,1,3,6,6,24.25,95,24.25,70,"N",0,"N",5,5,11700,559350,116486,1930,0,0,"","",4.42,2.43,0,4.8,3,3038220006,NA,1126,1013526,181056,"17d","","316 031",31207,"",NA,"",1,NA,NA,"25v4","",40.6635852,-73.8944751,NA
"122","NYC20050102","SHEFFIELD AVENUE CLUSTER","628 schenck ave","BROOKLYN","NY",11207,"Kings County",8,5,"Not Indicated","BK",4089,24,305,3112400,31124002004,1124,2004,19,42,11207,"E225",75,33,6420,3,5,"4E","R5","","","","C2-2","","","",NA,"","N","C1",2,0,"","SHEFFIELD CLUSTER DEVELOPMENT, L.P.",2700,8856,0,8856,0,0,0,0,0,0,2,1,4,8,8,27,100,27,82,"N",0,"N",5,0,16200,531450,168357,1916,2004,0,"","",3.28,1.5,0,2,3,3040890024,NA,1124,1015660,181600,"17d","","308 007",31304,"",NA,"",1,NA,NA,"25v4","",40.665071,-73.8867806,NA
"123","NYC20050103","SHEFFIELD AVENUE CLUSTER","633 vermont st","BROOKLYN","NY",11207,"Kings County",5,4,"Not Indicated","BK",3825,5,305,3112600,31126001002,1126,1002,19,42,11207,"L103",75,33,6300,3,5,"4D","R6","","","","","","","",NA,"","N","C1",2,0,"","SHEFFIELD CLUSTER DEVELOPMENT, L.P.",3150,8222,0,8222,0,0,0,0,0,0,2,1,3,8,8,31.5,100,31.5,87,"N",0,"N",5,0,8100,570150,170143,1924,2004,0,"","",2.61,2.43,0,4.8,3,3038250005,NA,1126,1014337,181160,"17d","","316 032",31207,"",NA,"",1,NA,NA,"25v4","",40.6638679,-73.8915514,NA
"124","NYC20050104","SHEFFIELD AVENUE CLUSTER","640 bradford st","BROOKLYN","NY",11207,"Kings County",9,6,"Not Indicated","BK",4302,13,305,3112800,31128001003,1128,1003,19,42,11207,"L103",75,33,6300,3,5,"4D","R6","","","","C1-3","","","",NA,"","N","C1",2,0,"","SHEFFIELD CLUSTER DEVELOPMENT, L.P.",4000,9600,0,9600,0,0,0,0,0,0,2,1,3,9,9,40,100,40,80,"N",0,"N",5,0,10800,575550,210740,1926,2004,0,"","",2.4,2.43,0,4.8,3,3043020013,NA,1128,1014827,180765,"17d","","317 011",31401,"",NA,"",1,NA,NA,"25v4","",40.662782,-73.889787,NA
"125","NYC20050105","SHEFFIELD AVENUE CLUSTER","739 sheffield ave","BROOKLYN","NY",11207,"Kings County",3,3,"Not Indicated","BK",4322,52,305,3110400,31104002002,1104,2002,19,42,11207,"E290",75,33,6420,3,5,"4C","R6","","","","","","","",NA,"","N","C3",2,0,"","SHEFFIELD CLUSTER DEVELOPMENT, L.P.",2533,3075,0,3075,0,0,0,0,0,0,2,1,2,4,4,26.67,95,20.5,75,"N",0,"N",5,5,12150,184500,78891,1930,2004,0,"","",1.21,2.43,0,4.8,3,3043220052,NA,1104,1014275,179417,"17d","","317 015",31401,"",NA,"",1,NA,NA,"25v4","",40.659084,-73.8917827,NA
"126","NYC20050106","SHEFFIELD AVENUE CLUSTER","677 sheffield ave","BROOKLYN","NY",11207,"Kings County",3,3,"Not Indicated","BK",4298,64,305,3112800,31128003003,1128,3003,19,42,11207,"E290",75,33,6300,3,5,"4C","R6","","","","","","","",NA,"","N","C2",2,0,"","SHEFFIELD CLUSTER DEVELOPMENT, L.P.",2533,2875,0,2875,0,0,0,0,0,0,2,1,2,6,6,26.67,95,20,76,"N",0,"N",5,5,4050,226800,75459,1922,2003,0,"","",1.14,2.43,0,4.8,3,3042980064,NA,1128,1013963,179968,"17d","","317 012",31401,"",NA,"",1,NA,NA,"25v4","",40.6605974,-73.8929048,NA
"127","NYC20050110","SHEFFIELD AVENUE CLUSTER","744 miller ave","BROOKLYN","NY",11207,"Kings County",5,5,"Not Indicated","BK",4303,29,305,3112200,31122002002,1122,2003,19,42,11207,"L103",75,33,6420,3,5,"4D","R6","","","","","","","",NA,"","N","C2",2,0,"","SHEFFIELD CLUSTER DEVELOPMENT, L.P.",2900,4685,0,4685,0,0,0,0,0,0,2,1,3,6,6,29,100,20.5,80,"G",0,"N",5,5,6750,280800,124761,1930,2004,0,"","",1.62,2.43,0,4.8,3,3043030029,NA,1122,1015238,180566,"17d","","317 011",31401,"",NA,"",1,NA,NA,"25v4","",40.6622344,-73.8883065,NA
"128","NYC20050125","BAINBRIDGE CLUSTER","516 jefferson ave","BROOKLYN","NY",11221,"Kings County",8,5,"Not Indicated","BK",1654,14,303,3027500,30275002000,275,2000,16,36,11221,"L111",81,32,2000,3,3,"3A","R6B","","","","","","","",NA,"","N","C3",2,0,"","BAINBRIDGE CLUSTER ASSOCIATES, L.P.",2925,9360,0,9360,0,0,0,0,0,0,2,1,4,4,4,29.25,100,29.25,80,"N",0,"N",5,5,68400,963000,175515,1910,2005,0,"","",3.2,2,0,2,3,3016540014,NA,275,1001627,188668,"17a","","305 034",30606,"",NA,"",1,NA,NA,"25v4","",40.6845097,-73.9373452,NA
"129","NYC20050146","CYPRESS CORNERS","2832 fulton st","BROOKLYN","NY",11207,"Kings County",2,2,"Not Indicated","BK",3948,20,305,3119800,31198003001,1198,3001,19,37,11207,"L175",75,34,3820,3,5,"1D","R6B","","","","C2-4","","EC-6","",NA,"","N","S2",4,0,"","CYPRESS CORNERS L.P.",1330,2280,760,1520,0,0,0,0,0,760,2,1,3,2,3,19,70,19,40,"N",3,"N",5,2,10260,44520,28938,1901,2004,0,"","",1.71,2,0,2,3,3039480020,NA,1198,1014746,186341,"17c","","308 003",31302,"",NA,"",1,NA,NA,"25v4","",40.6780872,-73.8900537,NA
"130","NYC20050167","RALPH GATES CLUSTER","121 ralph ave","BROOKLYN","NY",11221,"Kings County",3,2,"Not Indicated","BK",1487,4,303,3037500,30375001002,375,1002,16,41,11221,"E222",81,34,3100,3,3,"5A","R6A","","","","C2-4","","","",NA,"","N","S3",4,0,"","RALPH-GATES CLUSTER, L.P.",1440,4320,1080,3240,0,1080,0,0,0,0,2,1,4,3,4,20,72,20,54,"N",0,"N",5,5,102150,491400,412776,1905,2004,0,"","",3,3,0,3,3,3014870004,NA,375,1005586,189187,"17a","","305 025",30601,"",NA,"",1,NA,NA,"25v4","",40.6859256,-73.923069,NA
"131","NYC20050168","RALPH GATES CLUSTER","241 van buren st","BROOKLYN","NY",11221,"Kings County",3,2,"Not Indicated","BK",1609,46,303,3027900,30279001000,279,1000,16,36,11221,"E214",81,32,2100,3,3,"4B","R6B","","","","","","","",NA,"","N","S9",4,0,"","RALPH-GATES CLUSTER, L.P.",2200,4640,1467,3173,0,1467,0,0,0,0,2,1,3,4,6,22,100,22,60,"E",0,"N",3,5,5400,450900,369738,1931,2004,0,"","",2.11,2,0,2,3,3016090046,NA,279,1001773,191044,"17a","","305 008",30604,"",NA,"",1,NA,NA,"25v4","",40.691031,-73.9368126,NA
"132","NYC20050169","RALPH GATES CLUSTER","540 gates ave","BROOKLYN","NY",11221,"Kings County",8,7,"Not Indicated","BK",1815,14,303,3026500,30265003000,265,3000,13,36,11221,"E235",79,32,2000,3,3,"3B","R6A","","","","","","","",NA,"","N","C1",2,0,"X","RALPH-GATES CLUSTER, L.P.",2229,7320,0,7320,0,0,0,0,0,0,2,1,4,8,8,27.5,105,27.5,63,"N",0,"Y",5,2,9900,804600,804600,1931,2006,0,"","",3.28,3,0,3,3,3018150014,NA,265,999796,189479,"17a","","305 018",30610,"",NA,"",1,NA,NA,"25v4","",40.6867392,-73.9439452,NA
"133","NYC20050170","RALPH GATES CLUSTER","819 gates ave","BROOKLYN","NY",11221,"Kings County",4,2,"Not Indicated","BK",1630,53,303,3029300,30293001001,293,1001,16,36,11221,"E214",81,32,2100,3,3,"4B","R6A","","","","","","","",NA,"","N","C3",2,0,"X","RALPH-GATES CLUSTER, L.P.",1950,4680,0,4680,0,0,0,0,0,0,2,1,4,4,4,19.5,100,19.5,60,"N",0,"N",5,5,22500,515250,515250,1931,2005,0,"","",2.4,3,0,3,3,3016300053,NA,293,1002609,190077,"17a","","305 021",30605,"",NA,"",1,NA,NA,"25v4","",40.6883751,-73.9338007,NA
"134","NYC20060044","SHEFFIELD AVENUE CLUSTER","655 miller ave","BROOKLYN","NY",11207,"Kings County",5,5,"Not Indicated","BK",4087,10,305,3112400,31124003003,1124,3003,19,42,11207,"L103",75,33,6420,3,5,"4D","R6","","","","","","","",NA,"","N","C2",2,0,"","SHEFFIELD CLUSTER DEVELOPMENT, L.P.",2660,4920,0,4920,0,0,0,0,0,0,2,1,3,5,5,28,95,20.5,80,"G",0,"N",5,5,59850,341100,68818,1925,2004,0,"","",1.85,2.43,0,4.8,3,3040870010,NA,1124,1015083,181394,"17d","","316 033",31304,"",NA,"",1,NA,NA,"25v4","",40.6645076,-73.8888614,NA
"135","NYC20060045","SHEFFIELD AVENUE CLUSTER","568 vermont st","BROOKLYN","NY",11207,"Kings County",6,4,"Not Indicated","BK",3807,42,305,3112600,31126002000,1126,2000,19,42,11207,"L103",75,33,6300,3,5,"4D","R6","","","","C2-3","","","",NA,"","N","C2",2,0,"","SHEFFIELD CLUSTER DEVELOPMENT, L.P.",2500,5250,0,5250,0,0,0,0,0,0,2,1,3,6,6,25,100,25,70,"N",0,"N",5,5,8100,364050,72032,1930,2005,0,"","",2.1,2.43,0,4.8,3,3038070042,NA,1126,1014069,181717,"17d","","316 032",31207,"",NA,"",1,NA,NA,"25v4","",40.6653977,-73.892515,NA
"136","NYC20060062","GRACE TOWERS APARTMENTS","2060 pitkin ave","BROOKLYN","NY",11207,"Kings County",168,161,"Not Indicated","BK",3737,1,305,3114400,31144004003,1144,4003,19,37,11207,"E290",75,33,5700,3,5,"1C","R6","","","","","","","",NA,"","N","D3",3,0,"X","2060 PITKIN HOUSING DEVELOPMENT FUND COR PORATION",80000,165466,0,165466,0,0,0,0,0,0,2,2,6,168,168,200,400,53.33,251,"N",1,"N",7,0,1620000,11367000,11367000,1972,0,0,"","",2.07,2.43,0,4.8,3,3037370001,NA,1144,1013039,183817,"17c","Y","316 017",31206,"",NA,"",1,NA,NA,"25v4","",40.6711651,-73.8962187,NA
"137","NYC20070070","DEKALB SENIOR RESIDENCE APTS","1251 dekalb ave","BROOKLYN","NY",11221,"Kings County",28,27,"Not Indicated","BK",3232,74,304,3042300,30423001004,423,1004,32,34,11221,"E217",83,34,3200,3,4,"1A","R6","","","","","","","",NA,"","N","D1",3,0,"","D & F DEKALB, LLC",6500,21240,0,21240,0,0,0,0,0,0,2,1,6,28,28,45,82.33,44.5,68,"N",3,"Y",5,2,117000,719550,704015,2005,0,0,"","",3.27,2.43,0,4.8,3,3032320074,NA,423,1004450,193106,"13b","","309 011",31103,"",NA,"",1,NA,NA,"25v4","",40.696685,-73.9271533,NA
"138","NYC20070345","WATKINS AVENUE CLUSTER","431 jefferson ave","BROOKLYN","NY",11221,"Kings County",6,5,"Not Indicated","BK",1831,77,303,3027500,30275001001,275,1001,13,36,11221,"E235",79,32,2000,3,3,"3A","R6B","","","","","","","",NA,"","N","C2",2,0,"X","SNA CB 2018 HOUSING DEVELOPMENT FUND COM PANY INC",2500,5250,0,5250,0,0,0,0,0,0,2,1,3,6,6,25,100,25,70,"N",0,"N",5,5,6300,546300,546300,1900,2006,0,"","",2.1,2,0,2,3,3018310077,NA,275,1000679,188694,"17a","","305 033",30611,"",NA,"",1,NA,NA,"25v4","",40.6845829,-73.9407633,NA
"139","NYC20080065","COOPER & DECATUR CLUSTER","236 moffat st","BROOKLYN","NY",11207,"Kings County",12,9,"Not Indicated","BK",3448,5,304,3040900,30409001004,409,1003,32,37,11207,"Q252",83,34,3500,3,4,"3B","M1-1","","","","","","","",NA,"","N","C1",2,0,"","COOPER & DECATUR LIMITED PARTNERSHIP",7500,16625,0,16625,0,0,0,0,0,0,2,1,3,12,12,75,100,75,65,"N",2,"N",3,0,118350,634500,447146,1911,2006,0,"","",2.22,0,1,2.4,3,3034480005,NA,409,1010689,190299,"17c","","309 022",31109,"",3034480005,"12/20/2007",1,NA,NA,"25v4","",40.688964,-73.9046648,NA
"140","NYC20080070","COOPER & DECATUR CLUSTER","1281 decatur st","BROOKLYN","NY",11207,"Kings County",4,3,"Not Indicated","BK",3430,42,304,3040900,30409002000,409,2000,32,37,11207,"Q252",83,34,3500,3,4,"3B","R6","","","","","","","",NA,"","N","C2",2,0,"","COOPER & DECATUR LIMITED PARTNERSHIP",2500,4725,0,4725,0,0,0,0,0,0,2,1,3,6,6,25,100,25,63,"N",0,"N",5,5,60750,486000,158125,1910,1993,2008,"","",1.89,2.43,0,4.8,3,3034300042,NA,409,1010327,190945,"17c","","309 046",31108,"",NA,"",1,NA,NA,"25v4","",40.6907382,-73.9059676,NA
"141","NYC20080075","COOPER & DECATUR CLUSTER","485 central ave","BROOKLYN","NY",11221,"Kings County",6,5,"Not Indicated","BK",3390,7,304,3041500,30415001002,415,1002,32,37,11221,"L112",83,34,3400,3,4,"3A","R6","","","","","","","",NA,"","N","S5",4,0,"","COOPER & DECATUR LIMITED PARTNERSHIP",2500,5250,1750,3500,0,1750,0,0,0,0,2,1,3,6,7,25,100,25,70,"N",0,"N",5,0,60750,590400,119123,1915,2006,0,"","",2.1,2.43,0,4.8,3,3033900007,NA,415,1008411,191177,"17a","","309 018",31107,"",NA,"",1,NA,NA,"25v4","",40.6913805,-73.9128758,NA
"142","NYC20080080","COOPER & DECATUR CLUSTER","618 wilson ave","BROOKLYN","NY",11207,"Kings County",6,5,"Not Indicated","BK",3435,32,304,3041100,30411001000,411,1000,32,37,11207,"Q252",83,34,3500,3,4,"3B","R6","","","","","","","",NA,"","N","C2",2,0,"","COOPER & DECATUR LIMITED PARTNERSHIP",2500,5250,0,5250,0,0,0,0,0,0,2,1,3,6,6,25,100,25,70,"N",0,"N",5,5,60750,540000,115976,1912,2008,0,"","",2.1,2.43,0,4.8,3,3034350032,NA,411,1010232,190448,"17c","","309 021",31109,"",NA,"",1,NA,NA,"25v4","",40.6893744,-73.9063121,NA
"143","NYC20080085","COOPER & DECATUR CLUSTER","164 cooper st","BROOKLYN","NY",11207,"Kings County",4,2,"Not Indicated","BK",3441,11,304,3041100,30411001001,411,1001,32,37,11207,"Q252",83,34,3500,3,4,"3B","R6","","","","","","","",NA,"","N","C2",2,0,"","COOPER & DECATUR LIMITED PARTNERSHIP",2500,4875,0,4875,0,0,0,0,0,0,2,1,3,6,6,25,100,25,65,"N",0,"N",5,5,60750,501750,107745,1906,2008,0,"","",1.95,2.43,0,4.8,3,3034410011,NA,411,1010141,189997,"17c","","309 021",31109,"",NA,"",1,NA,NA,"25v4","",40.6881367,-73.9066419,NA
"144","NYC20080090","COOPER & DECATUR CLUSTER","1275 decatur st","BROOKLYN","NY",11207,"Kings County",4,3,"Not Indicated","BK",3430,44,304,3040900,30409002000,409,2000,32,37,11207,"Q252",83,34,3500,3,4,"3B","R6","","","","","","","",NA,"","N","C2",2,0,"","COOPER & DECATUR LIMITED PARTNERSHIP",2500,4725,0,4725,0,0,0,0,0,0,2,1,3,6,6,25,100,25,63,"N",0,"N",5,5,60750,486000,116263,1910,2008,0,"","",1.89,2.43,0,4.8,3,3034300044,NA,409,1010297,190905,"17c","","309 046",31108,"",NA,"",1,NA,NA,"25v4","",40.6906285,-73.9060759,NA
"145","NYC20080095","COOPER & DECATUR CLUSTER","167 cooper st","BROOKLYN","NY",11207,"Kings County",6,4,"Not Indicated","BK",3435,51,304,3041100,30411001000,411,1000,32,37,11207,"Q252",83,34,3500,3,4,"3B","R6","","","","","","","",NA,"","N","C2",2,0,"","COOPER & DECATUR LIMITED PARTNERSHIP",2500,5025,0,5025,0,0,0,0,0,0,2,1,3,6,6,25,100,25,67,"N",0,"N",5,5,60750,517050,114461,1906,2008,0,"","",2.01,2.43,0,4.8,3,3034350051,NA,411,1010059,190152,"17c","","309 021",31109,"",NA,"",1,NA,NA,"25v4","",40.6885624,-73.906937,NA
