"HUD ID Number","Project Name","Project Address","Project City","Project State","Project ZIP Code","County","Total Number of Units","Total Low-Income Units","Compliance Monitoring Status"
"NYC20020015","BAINBRIDGE CLUSTER","333 LEWIS AVE","BROOKLYN","NY","11233","Kings County","8","6","Not Indicated"
"NYC20020020","BAINBRIDGE CLUSTER","372 LEWIS AVE","BROOKLYN","NY","11233","Kings County","8","6","Not Indicated"
"NYC20020025","BAINBRIDGE CLUSTER","372 HANCOCK ST","BROOKLYN","NY","11216","Kings County","8","6","Not Indicated"
"NYC20020030","BAINBRIDGE CLUSTER","400 HANCOCK ST","BROOKLYN","NY","11216","Kings County","4","3","Not Indicated"
"NYC20020035","BAINBRIDGE CLUSTER","412 MACDONOUGH ST","BROOKLYN","NY","11233","Kings County","7","6","Not Indicated"
"NYC20020040","BAINBRIDGE CLUSTER","469 HANCOCK ST","BROOKLYN","NY","11233","Kings County","6","5","Not Indicated"
"NYC20020045","BAINBRIDGE CLUSTER","660 HALSEY ST","BROOKLYN","NY","11233","Kings County","6","5","Not Indicated"
"NYC20020050","QUINCY STREET HDFC","474 QUINCY ST","BROOKLYN","NY","11221","Kings County","14","14","Not Indicated"
"NYC20020060","BSDC NRP2001","732 MARCY AVE","BROOKLYN","NY","11216","Kings County","10","9","Not Indicated"
"NYC20020062","BUSHWICK CLUSTER","45 STOCKHOLM ST","BROOKLYN","NY","11221","Kings County","4","3","Not Indicated"
"NYC20020155","HOWARD AVENUE CLUSTER","1058 PUTNAM AVE","BROOKLYN","NY","11221","Kings County","6","4","Not Indicated"
"NYC20020160","HOWARD AVENUE CLUSTER","653 MACDONOUGH ST","BROOKLYN","NY","11233","Kings County","6","3","Not Indicated"
"NYC20020165","HOWARD AVENUE CLUSTER","914 HANCOCK ST","BROOKLYN","NY","11233","Kings County","6","4","Not Indicated"
"NYC20020185","LINDEN MEWS","458 RUBY ST","BROOKLYN","NY","11208","Kings County","39","38","Not Indicated"
"NYC20020200","NEB APTS","100 PULASKI ST","BROOKLYN","NY","11206","Kings County","49","26","Not Indicated"
"NYC20020205","NORTH BROOKLYN ESTATES","1134 MANHATTAN AVE","BROOKLYN","NY","11222","Kings County","18","15","Not Indicated"
"NYC20020255","EMERALD GREEN PHASE II LP","1426 LORING AVENUE","BROOKLYN","NY","11208","Kings County","83","82","Not Indicated"
"NYC20020803","RUBY DUMONT LP","458 RUBY STREET","BROOKLYN","NY","11208","Kings County","36","35","Not Indicated"
"NYC20030007","BANKOLE HOUSES","2159 PACIFIC ST","BROOKLYN","NY","11233","Kings County","41","33","Not Indicated"
"NYC20030010","BSDC NRP 2001","46 HALSEY ST","BROOKLYN","NY","11216","Kings County","52","37","Not Indicated"
"NYC20030015","BUSHWICK CLUSTER","106 TROUTMAN ST","BROOKLYN","NY","11206","Kings County","12","6","Not Indicated"
"NYC20030020","BUSHWICK CLUSTER","1203 MYRTLE AVE","BROOKLYN","NY","11221","Kings County","5","4","Not Indicated"
"NYC20030025","BUSHWICK CLUSTER","178 JEFFERSON AVE","BROOKLYN","NY","11216","Kings County","4","3","Not Indicated"
"NYC20030030","BUSHWICK CLUSTER","236 WILSON AVE","BROOKLYN","NY","11237","Kings County","5","4","Not Indicated"
"NYC20030035","BUSHWICK CLUSTER","34 STARR ST","BROOKLYN","NY","11221","Kings County","4","3","Not Indicated"
"NYC20030040","BUSHWICK CLUSTER","762 HART ST","BROOKLYN","NY","11237","Kings County","5","2","Not Indicated"
"NYC20030087","CROWN HEIGHTS NRP","765 ST JOHNS PL","BROOKLYN","NY","11216","Kings County","107","87","Not Indicated"
"NYC20030100","JEFFERSON CLUSTER (103 HALSEY ST)","103 HALSEY ST","BROOKLYN","NY","11216","Kings County","3","3","Not Indicated"
"NYC20030105","JEFFERSON CLUSTER (116 JEFFERSON AVE)","116 JEFFERSON AVE","BROOKLYN","NY","11216","Kings County","5","5","Not Indicated"
"NYC20030110","JEFFERSON CLUSTER (FULTON ST)","1160 FULTON ST","BROOKLYN","NY","11216","Kings County","4","3","Not Indicated"
"NYC20030115","JEFFERSON CLUSTER (BEDFORD AVE)","1204 BEDFORD AVE","BROOKLYN","NY","11216","Kings County","6","5","Not Indicated"
"NYC20030120","JEFFERSON CLUSTER (121 PUTNAM AVE)","121 PUTNAM AVE","BROOKLYN","NY","11238","Kings County","8","6","Not Indicated"
"NYC20030125","JEFFERSON CLUSTER (221 HALSEY ST)","221 HALSEY ST","BROOKLYN","NY","11216","Kings County","6","5","Not Indicated"
"NYC20030130","JEFFERSON CLUSTER (224 MACON ST)","224 MACON ST","BROOKLYN","NY","11216","Kings County","3","2","Not Indicated"
"NYC20030135","JEFFERSON CLUSTER (446 TOMPKINS AVE)","446 TOMPKINS AVE","BROOKLYN","NY","","Kings County","3","2","Not Indicated"
"NYC20030140","JEFFERSON CLUSTER (447 TOMPKINS AVE)","447 TOMPKINS AVE","BROOKLYN","NY","11216","Kings County","5","4","Not Indicated"
"NYC20030145","JUDAH ASSOC","234 SPENCER ST","BROOKLYN","NY","11205","Kings County","55","42","Not Indicated"
"NYC20030155","NORTH BROOKLYN ESTATES","110 MESEROLE ST","BROOKLYN","NY","11206","Kings County","16","13","Not Indicated"
"NYC20030175","STRONG","250 GREENE AVE","BROOKLYN","NY","11238","Kings County","35","26","Not Indicated"
"NYC20030180","GRANT FORBELL LP","922 FORBELL STREET","BROOKLYN","NY","11208","Kings County","102","101","Not Indicated"
"NYC20040040","BAINBRIDGE CLUSTER","217 BAINBRIDGE ST","BROOKLYN","NY","11233","Kings County","7","6","Not Indicated"
"NYC20040045","BAINBRIDGE CLUSTER","233 BAINBRIDGE ST","BROOKLYN","NY","11233","Kings County","4","3","Not Indicated"
"NYC20040050","BAINBRIDGE CLUSTER","239 BAINBRIDGE ST","BROOKLYN","NY","11233","Kings County","8","6","Not Indicated"
"NYC20040055","BAINBRIDGE CLUSTER","259 PATCHEN AVE","BROOKLYN","NY","11233","Kings County","5","4","Not Indicated"
"NYC20040155","NORTH BROOKLYN ESTATES","18 MORGAN AVE","BROOKLYN","NY","11237","Kings County","3","3","Not Indicated"
"NYC20040160","NORTH BROOKLYN ESTATES","27 INGRAHAM ST","BROOKLYN","NY","11206","Kings County","4","2","Not Indicated"
"NYC20040175","PACIFIC STREET CLUSTER","808 PARK PL","BROOKLYN","NY","11216","Kings County","8","6","Not Indicated"
"NYC20040180","PACIFIC STREET CLUSTER","83 KINGSTON AVE","BROOKLYN","NY","11213","Kings County","8","6","Not Indicated"
"NYC20040185","PACIFIC STREET CLUSTER","1138 DEAN ST","BROOKLYN","NY","11216","Kings County","4","3","Not Indicated"
"NYC20040190","PACIFIC STREET CLUSTER","1144 ST JOHNS PL","BROOKLYN","NY","11213","Kings County","6","5","Not Indicated"
"NYC20040195","PACIFIC STREET CLUSTER","1192 DEAN ST","BROOKLYN","NY","11216","Kings County","6","5","Not Indicated"
"NYC20040200","PACIFIC STREET CLUSTER","1224 DEAN ST","BROOKLYN","NY","11216","Kings County","3","2","Not Indicated"
"NYC20040205","PACIFIC STREET CLUSTER","1324 ST JOHNS PL","BROOKLYN","NY","11213","Kings County","8","7","Not Indicated"
"NYC20040210","PACIFIC STREET CLUSTER","1373 PACIFIC ST","BROOKLYN","NY","11216","Kings County","3","2","Not Indicated"
"NYC20040215","PACIFIC STREET CLUSTER","1446 PACIFIC ST","BROOKLYN","NY","11216","Kings County","8","7","Not Indicated"
"NYC20040230","SHEFFIELD AVENUE CLUSTER","475 RIVERDALE AVE","BROOKLYN","NY","11207","Kings County","13","10","Not Indicated"
"NYC20040235","SHEFFIELD AVENUE CLUSTER","516 HEGEMAN AVE","BROOKLYN","NY","11207","Kings County","6","5","Not Indicated"
"NYC20040240","SHEFFIELD AVENUE CLUSTER","638 VERMONT ST","BROOKLYN","NY","11207","Kings County","6","4","Not Indicated"
"NYC20040245","SHEFFIELD AVENUE CLUSTER","641 VERMONT ST","BROOKLYN","NY","11207","Kings County","8","6","Not Indicated"
"NYC20040250","SHEFFIELD AVENUE CLUSTER","686 SHEFFIELD AVE","BROOKLYN","NY","11207","Kings County","3","3","Not Indicated"
"NYC20040255","SHEFFIELD AVENUE CLUSTER","748 MILLER AVE","BROOKLYN","NY","11207","Kings County","5","4","Not Indicated"
"NYC20040260","SOUTH NINTH & BEDFORD NRP","300 BEDFORD AVE","BROOKLYN","NY","11249","Kings County","3","3","Not Indicated"
"NYC20040265","SOUTH NINTH & BEDFORD NRP","60 N EIGHTH ST","BROOKLYN","NY","11249","Kings County","6","4","Not Indicated"
"NYC20040270","SOUTH NINTH & BEDFORD NRP","73 S NINTH ST","BROOKLYN","NY","11249","Kings County","7","6","Not Indicated"
"NYC20040381","BAINBRIDGE CLUSTER","694 HANCOCK ST","BROOKLYN","NY","11233","Kings County","6","2","Not Indicated"
"NYC20040382","BAINBRIDGE CLUSTER","315 MALCOLM X BLVD","BROOKLYN","NY","11233","Kings County","8","6","Not Indicated"
"NYC20050025","HOWARD AVENUE CLUSTER","50 HOWARD AVE","BROOKLYN","NY","11221","Kings County","8","6","Not Indicated"
"NYC20050030","HOWARD AVENUE CLUSTER","843 HALSEY ST","BROOKLYN","NY","11233","Kings County","6","5","Not Indicated"
"NYC20050035","HOWARD AVENUE CLUSTER","872 MADISON ST","BROOKLYN","NY","11221","Kings County","8","6","Not Indicated"
"NYC20050097","RALPH GATES CLUSTER","3 SUMPTER ST","BROOKLYN","NY","11233","Kings County","4","3","Not Indicated"
"NYC20050100","SHEFFIELD AVENUE CLUSTER","543 SHEFFIELD AVE","BROOKLYN","NY","11207","Kings County","6","4","Not Indicated"
"NYC20050102","SHEFFIELD AVENUE CLUSTER","628 SCHENCK AVE","BROOKLYN","NY","11207","Kings County","8","5","Not Indicated"
"NYC20050103","SHEFFIELD AVENUE CLUSTER","633 VERMONT ST","BROOKLYN","NY","11207","Kings County","5","4","Not Indicated"
"NYC20050104","SHEFFIELD AVENUE CLUSTER","640 BRADFORD ST","BROOKLYN","NY","11207","Kings County","9","6","Not Indicated"
"NYC20050105","SHEFFIELD AVENUE CLUSTER","739 SHEFFIELD AVE","BROOKLYN","NY","11207","Kings County","3","3","Not Indicated"
"NYC20050106","SHEFFIELD AVENUE CLUSTER","677 SHEFFIELD AVE","BROOKLYN","NY","11207","Kings County","3","3","Not Indicated"
"NYC20050110","SHEFFIELD AVENUE CLUSTER","744 MILLER AVE","BROOKLYN","NY","11207","Kings County","5","5","Not Indicated"
"NYC20050124","BAINBRIDGE CLUSTER","677 HALSEY ST","BROOKLYN","NY","11233","Kings County","6","4","Not Indicated"
"NYC20050125","BAINBRIDGE CLUSTER","516 JEFFERSON AVE","BROOKLYN","NY","11221","Kings County","8","5","Not Indicated"
"NYC20050126","BAINBRIDGE CLUSTER","242 PATCHEN AVE","BROOKLYN","NY","11233","Kings County","8","6","Not Indicated"
"NYC20050145","CYPRESS CORNERS","1158 GLENMORE AVE","BROOKLYN","NY","11208","Kings County","3","2","Not Indicated"
"NYC20050146","CYPRESS CORNERS","2832 FULTON ST","BROOKLYN","NY","11207","Kings County","2","2","Not Indicated"
"NYC20050149","JEFFERSON CLUSTER (NOSTRAND AVE)","464 NOSTRAND AVE","BROOKLYN","NY","11216","Kings County","8","6","Not Indicated"
"NYC20050150","JEFFERSON CLUSTER (111 PUTNAM AVE)","111 PUTNAM AVE","BROOKLYN","NY","11238","Kings County","3","2","Not Indicated"
"NYC20050151","JEFFERSON CLUSTER (143 JEFFERSON AVE)","143 JEFFERSON AVE","BROOKLYN","NY","11216","Kings County","4","3","Not Indicated"
"NYC20050152","JEFFERSON CLUSTER (DECATUR ST)","68 DECATUR ST","BROOKLYN","NY","11216","Kings County","4","3","Not Indicated"
"NYC20050153","JEFFERSON CLUSTER (161 HALSEY ST)","161 HALSEY ST","BROOKLYN","NY","11216","Kings County","8","6","Not Indicated"
"NYC20050154","JEFFERSON CLUSTER (ATLANTIC AVE)","1369 ATLANTIC AVE","BROOKLYN","NY","11216","Kings County","16","12","Not Indicated"
"NYC20050155","MEDGAR EVERS HOUSES","620 GATES AVE","BROOKLYN","NY","11221","Kings County","35","22","Not Indicated"
"NYC20050156","MEDGAR EVERS HOUSES","630 GATES AVE","BROOKLYN","NY","11221","Kings County","35","23","Not Indicated"
"NYC20050157","MEDGAR EVERS HOUSES","745 GATES AVE","BROOKLYN","NY","11221","Kings County","32","24","Not Indicated"
"NYC20050158","MEDGAR EVERS HOUSES","755 GATES AVE","BROOKLYN","NY","11221","Kings County","34","23","Not Indicated"
"NYC20050165","RALPH GATES CLUSTER","78 SARATOGA AVE","BROOKLYN","NY","11233","Kings County","4","3","Not Indicated"
"NYC20050166","RALPH GATES CLUSTER","85 MACDOUGAL ST","BROOKLYN","NY","11233","Kings County","6","5","Not Indicated"
"NYC20050167","RALPH GATES CLUSTER","121 RALPH AVE","BROOKLYN","NY","11221","Kings County","3","2","Not Indicated"
"NYC20050168","RALPH GATES CLUSTER","241 VAN BUREN ST","BROOKLYN","NY","11221","Kings County","3","2","Not Indicated"
"NYC20050169","RALPH GATES CLUSTER","540 GATES AVE","BROOKLYN","NY","11221","Kings County","8","7","Not Indicated"
"NYC20050170","RALPH GATES CLUSTER","819 GATES AVE","BROOKLYN","NY","11221","Kings County","4","2","Not Indicated"
"NYC20050171","RALPH GATES CLUSTER","908 HERKIMER ST","BROOKLYN","NY","11233","Kings County","4","3","Not Indicated"
"NYC20050800","DR BETTY SHABAZZ APTS","660 GATES AVE","BROOKLYN","NY","11221","Kings County","40","35","Not Indicated"
"NYC20050812","125 COURT STREET LLC","125 COURT STREET","BROOKLYN","NY","11201","Kings County","320","64","Not Indicated"
"NYC20060013","DR BETTY SHABAZZ APTS","690 GATES AVE","BROOKLYN","NY","11221","Kings County","39","27","Not Indicated"
"NYC20060015","880 WILLOUGHBY","880 WILLOUGHBY AVE","BROOKLYN","NY","11221","Kings County","59","59","Not Indicated"
"NYC20060021","CYPRESS CORNERS","149 MILFORD ST","BROOKLYN","NY","11208","Kings County","6","4","Not Indicated"
"NYC20060026","HOWARD AVENUE APTS","86 SARATOGA AVE","BROOKLYN","NY","11233","Kings County","6","4","Not Indicated"
"NYC20060027","HOWARD AVENUE CLUSTER","447 BAINBRIDGE ST","BROOKLYN","NY","11233","Kings County","7","5","Not Indicated"
"NYC20060028","JEFFERSON CLUSTER (161 JEFFERSON AVE)","161 JEFFERSON AVE","BROOKLYN","NY","11216","Kings County","4","3","Not Indicated"
"NYC20060029","JEFFERSON CLUSTER (98 MACON ST)","98 MACON ST","BROOKLYN","NY","11216","Kings County","8","6","Not Indicated"
"NYC20060030","JEFFERSON CLUSTER (MACDONOUGH ST)","9 MACDONOUGH ST","BROOKLYN","NY","11216","Kings County","12","9","Not Indicated"
"NYC20060031","JEFFERSON CLUSTER (133 JEFFERSON AVE)","133 JEFFERSON AVE","BROOKLYN","NY","11216","Kings County","3","2","Not Indicated"
"NYC20060032","JEFFERSON CLUSTER (ATLANTIC AVE)","1371 ATLANTIC AVE","BROOKLYN","NY","11216","Kings County","16","12","Not Indicated"
"NYC20060033","KINGS COUNTY SNR RESIDENCE","600 ALBANY AVENUE","BROOKLYN","NY","11203","Kings County","173","172","Not Indicated"
"NYC20060036","MEDGAR EVERS HOUSES I","590 GATES AVE","BROOKLYN","NY","11221","Kings County","34","30","Not Indicated"
"NYC20060037","MEDGAR EVERS HOUSES","600 GATES AVE","BROOKLYN","NY","11221","Kings County","35","25","Not Indicated"
"NYC20060038","MEDGAR EVERS HOUSES","701 GATES AVE","BROOKLYN","NY","11221","Kings County","34","25","Not Indicated"
"NYC20060039","MEDGAR EVERS HOUSES","715 GATES AVE","BROOKLYN","NY","11221","Kings County","32","26","Not Indicated"
"NYC20060040","MEDGAR EVERS HOUSES","735 GATES AVE","BROOKLYN","NY","11221","Kings County","35","28","Not Indicated"
"NYC20060042","RALPH GATES CLUSTER","145 SUMNER AVE","BROOKLYN","NY","11206","Kings County","4","3","Not Indicated"
"NYC20060044","SHEFFIELD AVENUE CLUSTER","655 MILLER AVE","BROOKLYN","NY","11207","Kings County","5","5","Not Indicated"
"NYC20060045","SHEFFIELD AVENUE CLUSTER","568 VERMONT ST","BROOKLYN","NY","11207","Kings County","6","4","Not Indicated"
"NYC20060058","DR. BETTY SHABAZZ APARTMENTS","650 GATES AVENUE","BROOKLYN","NY","11221","Kings County","158","118","Not Indicated"
"NYC20060062","GRACE TOWERS APARTMENTS","2060 PITKIN AVENUE","BROOKLYN","NY","11207","Kings County","168","161","Not Indicated"
"NYC20060809","MEDGAR EVERS APARTMENTS","590 GATES AVENUE","BROOKLYN","NY","11221","Kings County","308","230","Not Indicated"
"NYC20070010","45 MALTA STREET","45 MALTA ST","BROOKLYN","NY","11207","Kings County","31","31","Not Indicated"
"NYC20070020","609 METROPOLITAN AVE ASSOCIATES, LP","609 METROPOLITAN AVENUE","BROOKLYN","NY","11211","Kings County","65","64","Not Indicated"
"NYC20070040","SR. LUCIAN SENIOR APARTMENTS, L.P.","415 BLEEKER STREET","BROOKLYN","NY","11237","Kings County","150","149","Not Indicated"
"NYC20070065","CYPRESS CORNERS","168 HENDRIX ST","BROOKLYN","NY","11207","Kings County","16","12","Not Indicated"
"NYC20070070","DEKALB SENIOR RESIDENCE APTS","1251 DEKALB AVE","BROOKLYN","NY","11221","Kings County","28","27","Not Indicated"
"NYC20070075","DONA ROSITA II","744 ROCKAWAY AVE","BROOKLYN","NY","11212","Kings County","60","60","Not Indicated"
"NYC20070087","DAVID CHAVIS APARTMENTS","230 KINGSTON AVENUE","BROOKLYN","NY","11213","Kings County","153","152","Not Indicated"
"NYC20070110","HOLY SPIRIT SENIOR APARTMENTS, L.P.","4624 17TH AVENUE","BROOKLYN","NY","11204","Kings County","51","50","Not Indicated"
"NYC20070145","MSGR. EDWARD T. BURKE APARTMENTS, L.P.","720 EAST 8TH STREET","BROOKLYN","NY","11230","Kings County","51","50","Not Indicated"
"NYC20070150","MSGR. JOHN P. OBRIEN SENIOR APARTMENTS L.P.","4112 FT. HAMILTON PARKWAY","BROOKLYN","NY","11219","Kings County","113","112","Not Indicated"
"NYC20070160","MONSIGNOR VETRO ASSOCCIATES, LP","320 DEVOE STREET","BROOKLYN","NY","11211","Kings County","45","44","Not Indicated"
"NYC20070175","PACIFIC VILLAGE PHASE II","124 KINGSTON AVE","BROOKLYN","NY","11213","Kings County","12","10","Not Indicated"
"NYC20070180","PACIFIC VILLAGE PHASE II","1198 PACIFIC ST","BROOKLYN","NY","11216","Kings County","35","25","Not Indicated"
"NYC20070185","PACIFIC VILLAGE PHASE II","815 PARK PL","BROOKLYN","NY","11216","Kings County","8","6","Not Indicated"
"NYC20070190","PACIFIC VILLAGE PHASE II","1071 BERGEN ST","BROOKLYN","NY","11216","Kings County","3","2","Not Indicated"
"NYC20070195","PACIFIC VILLAGE PHASE II","441 HERZL ST","BROOKLYN","NY","11212","Kings County","4","3","Not Indicated"
"NYC20070200","PACIFIC VILLAGE PHASE II","1025 BERGEN ST","BROOKLYN","NY","11216","Kings County","6","4","Not Indicated"
"NYC20070205","PACIFIC VILLAGE PHASE II","1272 PACIFIC ST","BROOKLYN","NY","11216","Kings County","8","6","Not Indicated"
"NYC20070245","PLAZA RESIDENCES I","37 NEW LOTS AVE","BROOKLYN","NY","11212","Kings County","66","58","Not Indicated"
"NYC20070280","WATKINS AVENUE CLUSTER","2245 STRAUSS ST","BROOKLYN","NY","11212","Kings County","4","3","Not Indicated"
"NYC20070285","WATKINS AVENUE CLUSTER","898 ROCKAWAY AVE","BROOKLYN","NY","11212","Kings County","3","3","Not Indicated"
"NYC20070290","WATKINS AVENUE CLUSTER","895 MOTHER GASTON BLVD","BROOKLYN","NY","11212","Kings County","6","5","Not Indicated"
"NYC20070295","WATKINS AVENUE CLUSTER","891 MOTHER GASTON BLVD","BROOKLYN","NY","11212","Kings County","6","5","Not Indicated"
"NYC20070300","WATKINS AVENUE CLUSTER","865 THOMAS S BOYLAND ST","BROOKLYN","NY","11212","Kings County","6","5","Not Indicated"
"NYC20070305","WATKINS AVENUE CLUSTER","769 THOMAS S BOYLAND ST","BROOKLYN","NY","11212","Kings County","6","4","Not Indicated"
"NYC20070310","WATKINS AVENUE CLUSTER","671 WATKINS ST","BROOKLYN","NY","11212","Kings County","4","3","Not Indicated"
"NYC20070315","WATKINS AVENUE CLUSTER","618 CHESTER ST","BROOKLYN","NY","11212","Kings County","4","3","Not Indicated"
"NYC20070320","WATKINS AVENUE CLUSTER","397 LEGION ST","BROOKLYN","NY","11212","Kings County","4","3","Not Indicated"
"NYC20070325","WATKINS AVENUE CLUSTER","2187 STRAUSS ST","BROOKLYN","NY","11212","Kings County","6","5","Not Indicated"
"NYC20070330","WATKINS AVENUE CLUSTER","910 ROCKAWAY AVE","BROOKLYN","NY","11212","Kings County","3","3","Not Indicated"
"NYC20070335","WATKINS AVENUE CLUSTER","816 SARATOGA AVE","BROOKLYN","NY","11212","Kings County","3","3","Not Indicated"
"NYC20070340","WATKINS AVENUE CLUSTER","670 WATKINS ST","BROOKLYN","NY","11212","Kings County","4","3","Not Indicated"
"NYC20070345","WATKINS AVENUE CLUSTER","431 JEFFERSON AVE","BROOKLYN","NY","11221","Kings County","6","5","Not Indicated"
"NYC20070350","WATKINS AVENUE CLUSTER","518 CHESTER ST","BROOKLYN","NY","11212","Kings County","4","3","Not Indicated"
"NYC20070355","WATKINS AVENUE CLUSTER","544 BRISTOL ST","BROOKLYN","NY","11212","Kings County","6","4","Not Indicated"
"NYC20070360","WATKINS AVENUE CLUSTER","140 NEWPORT ST","BROOKLYN","NY","11212","Kings County","6","4","Not Indicated"
"NYC20070365","WATKINS AVENUE CLUSTER","167 NEWPORT ST","BROOKLYN","NY","11212","Kings County","12","9","Not Indicated"
"NYC20070805","45 MALTA ASSOCIATES, LLC","47-61 MALTA STREET","BROOKLYN","NY","11207","Kings County","48","47","Not Indicated"
"NYC20070807","BISHOP BOARDMAN SENIOR APARTMENT LP","1615 8TH AVENUE","BROOKLYN","NY","11215","Kings County","201","200","Not Indicated"
"NYC20070809","POPE JOHN PAUL II SENIOR APARTMENTS, L.P.","255 OVINGTON AVENUE","BROOKLYN","NY","11209","Kings County","61","60","Not Indicated"
"NYC20070810","MARY STAR OF THE SEA SENIOR APARTMENTS, L.P.","41 FIRST STREET","BROOKLYN","NY","11231","Kings County","101","100","Not Indicated"
"NYC20070811","ST. BRENDAN SENIOR APARTMENTS, L.P.","1215 AVENUE O","BROOKLYN","NY","11230","Kings County","121","120","Not Indicated"
"NYC20070812","BISHOP FRANCIS J. MUGAVERO APARTMENTS, L.P.","29 GREEN AVENUE","BROOKLYN","NY","11238","Kings County","86","85","Not Indicated"
"NYC20070815","STATE RENAISSANCE COURT","200 SCHERMERHORN STREET","BROOKLYN","NY","11201","Kings County","158","47","Not Indicated"
"NYC20080030","575 FIFTH AVE","575 FIFTH AVE","BROOKLYN","NY","11215","Kings County","49","48","Not Indicated"
"NYC20080065","COOPER & DECATUR CLUSTER","236 MOFFAT ST","BROOKLYN","NY","11207","Kings County","12","9","Not Indicated"
"NYC20080070","COOPER & DECATUR CLUSTER","1281 DECATUR ST","BROOKLYN","NY","11207","Kings County","4","3","Not Indicated"
"NYC20080075","COOPER & DECATUR CLUSTER","485 CENTRAL AVE","BROOKLYN","NY","11221","Kings County","6","5","Not Indicated"
"NYC20080080","COOPER & DECATUR CLUSTER","618 WILSON AVE","BROOKLYN","NY","11207","Kings County","6","5","Not Indicated"
"NYC20080085","COOPER & DECATUR CLUSTER","164 COOPER ST","BROOKLYN","NY","11207","Kings County","4","2","Not Indicated"
"NYC20080090","COOPER & DECATUR CLUSTER","1275 DECATUR ST","BROOKLYN","NY","11207","Kings County","4","3","Not Indicated"
"NYC20080095","COOPER & DECATUR CLUSTER","167 COOPER ST","BROOKLYN","NY","11207","Kings County","6","4","Not Indicated"
"NYC20080180","LINDA PLAZA APTS","780 ELDERT LN","BROOKLYN","NY","11208","Kings County","1527","1062","Not Indicated"
"NYC20080195","MONTAUK AVENUE CLUSTER","526 ELTON ST","BROOKLYN","NY","11208","Kings County","6","6","Not Indicated"
"NYC20080205","MOTHER GASTON CLUSTER","213 HULL ST","BROOKLYN","NY","11233","Kings County","5","4","Not Indicated"
"NYC20080210","MOTHER GASTON CLUSTER","18 HAVEN PL","BROOKLYN","NY","11233","Kings County","5","4","Not Indicated"
"NYC20080215","MOTHER GASTON CLUSTER","1484 HERKIMER ST","BROOKLYN","NY","11233","Kings County","5","3","Not Indicated"
"NYC20080220","NEW LOTS PLAZA","675 BARBEY ST","BROOKLYN","NY","11207","Kings County","87","83","Not Indicated"
"NYC20080235","RIVERROCK APTS","782 ROCKAWAY AVE","BROOKLYN","NY","11212","Kings County","54","53","Not Indicated"
"NYC20080800","SPRING CREEK GARDENS","901-903 DREW STREET","BROOKLYN","NY","11208","Kings County","582","509","Not Indicated"
